Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
37298	EPS8	CPEB2(-0.15),FUS(0.39),HNRNPA1(-0.28),HNRNPA1L2(-0.2),HNRNPU(0.38),IGF2BP3(-0.18),KHDRBS2(0.13),KHDRBS3(-0.21),PABPC3(0.11),PABPC5(-0.23),QKI(0.3),RBP1(0.23),SF1(0.32),SFPQ(-0.35),TIA1(0.34),TUT1(-0.22)	0.44	0	Adrenal Gland	Yes
37571	WLS	ANKHD1(-0.26),CNOT4(0.23),CPEB4(-0.31),DAZAP1(0.26),ENOX1(-0.07),ESRP2(0.08),FUS(0.26),FXR1(0.33),FXR2(0.19),G3BP2(-0.34),HNRNPA2B1(-0.22),HNRNPC(-0.18),HNRNPH1(0.18),HNRNPH2(0.43),HNRNPL(-0.12),IGF2BP2(0.09),KHDRBS2(-0.05),LIN28A(-0.11),MATR3(0.18),MBNL1(-0.23),MSI1(0.1),PABPC1(0.21),PABPC3(0.07),PABPC5(-0.11),PABPN1(-0.39),PPRC1(0.22),PTBP1(-0.37),PUM2(0.19),RBFOX1(0.14),RBM24(0.09),RBM3(-0.26),RBM38(0.13),RBM4(0.2),RBM42(0.17),RBM45(-0.09),RBM46(-0.25),RBMS3(-0.13),RBP1(0.27),SART3(0.22),SNRNP70(0.12),SRP54(-0.22),SRSF1(0.2),SRSF7(-0.16),TIA1(0.19),TUT1(-0.19),U2AF2(-0.27),YBX1(0.35),YBX2(0.09),ZCRB1(-0.16),ZNF638(0.15)	0.25	-0.2	Adrenal Gland	Yes
8611	MBTPS1	CNOT4(0.69),CPEB4(-0.12),CPO(-0.2),DAZAP1(0.19),FUS(0.44),FXR1(0.33),G3BP2(-0.45),HNRNPA2B1(-0.59),HNRNPC(-0.23),HNRNPCL1(0.5),HNRNPH1(0.55),HNRNPH2(0.42),HNRNPM(-0.27),HNRNPU(0.39),IGF2BP3(0.1),KHDRBS3(-0.27),LIN28A(-0.11),PABPN1(-0.24),RBFOX1(0.16),RBM28(0.44),RBM3(-0.32),RBM38(0.22),RBM41(-0.22),RBMS1(-0.37),RBP1(0.3),SFPQ(-0.46),SNRPA(-0.16),SRSF1(0.42),SRSF10(-0.79),SRSF2(0.79),SRSF7(0.2),TUT1(-0.5),YBX1(0.26),YBX2(0.15),ZC3H14(-0.29),ZCRB1(-0.22)	0.85	0	Adrenal Gland	Yes
941	FRG1	ANKHD1(0.29),CPEB2(-0.09),CPEB4(-0.13),CPO(0.06),ESRP2(-0.08),FUS(0.23),G3BP2(-0.31),HNRNPF(-0.31),HNRNPH2(0.44),HNRNPU(0.19),KHDRBS3(0.14),LIN28A(-0.13),MATR3(0.18),MBNL1(-0.17),MSI1(0.16),PABPC3(0.06),PABPC5(-0.15),PCBP2(0.35),PPRC1(0.17),PTBP1(-0.21),QKI(0.34),RBFOX1(-0.08),RBM24(0.13),RBM28(0.2),RBM41(-0.17),RBM42(-0.2),RBM45(-0.05),RBM46(0.19),RBM6(-0.14),RBMS1(0.14),RBMS3(-0.19),RBP1(0.14),SAMD4A(-0.08),SFPQ(-0.24),SNRNP70(-0.17),SRP54(0.19),SRSF1(-0.16),SRSF10(-0.25),YBX1(0.19),ZC3H14(0.19),ZCRB1(0.29)	0	0	Adrenal Gland	Yes
942	FRG1	ANKHD1(0.29),CPEB2(-0.09),CPEB4(-0.14),ESRP2(-0.08),FUS(0.23),G3BP2(-0.31),HNRNPF(-0.31),HNRNPH2(0.44),HNRNPU(0.19),KHDRBS3(0.14),LIN28A(-0.12),MATR3(0.18),MBNL1(-0.17),MSI1(0.16),PABPC3(0.06),PABPC5(-0.15),PCBP2(0.35),PPRC1(0.17),PTBP1(-0.21),QKI(0.34),RBFOX1(-0.08),RBM24(0.13),RBM28(0.2),RBM41(-0.17),RBM42(-0.2),RBM45(-0.05),RBM46(0.19),RBM6(-0.14),RBMS1(0.14),RBMS3(-0.19),RBP1(0.14),SAMD4A(-0.08),SFPQ(-0.24),SNRNP70(-0.17),SRP54(0.19),SRSF1(-0.16),SRSF10(-0.25),YBX1(0.19),ZC3H14(0.19),ZCRB1(0.29)	0	0	Adrenal Gland	Yes
34955	UBE2I		-0.94	0	Adipose - Subcutaneous	No
20788	DCTN2		-0.73	0	Adipose - Subcutaneous	No
7623	PSMF1	ESRP2(0.4)	-0.8	0	Adipose - Subcutaneous	No
7504	PDCD6IP		-0.71	0	Adipose - Subcutaneous	No
13707	BTF3		-0.94	0	Adipose - Subcutaneous	No
26093	QARS		-1.09	0	Adipose - Subcutaneous	No
8191	PSMA1		-0.93	0	Adipose - Subcutaneous	No
12599	PSMC3		-0.96	0	Adipose - Subcutaneous	No
29533	OXA1L		-0.92	0	Adipose - Subcutaneous	No
939	GNB2		-1.13	0	Adipose - Subcutaneous	No
17848	STX5		-0.78	0	Adipose - Subcutaneous	No
4650	RBM42		0	0	Adipose - Subcutaneous	No
9709	DDX5		-0.79	0	Adipose - Subcutaneous	No
25037	PAIP2		-1.03	0	Adipose - Subcutaneous	No
19412	EXOC7		-0.67	0	Adipose - Subcutaneous	No
18377	BUD31		-0.77	0	Adipose - Subcutaneous	No
33374	PSMC6		-0.85	0	Adipose - Subcutaneous	No
19408	EXOC7	MBNL1(0.56)	-0.65	0	Adipose - Subcutaneous	No
36904	ERH		0	0	Adipose - Subcutaneous	No
32597	PSMC5		-0.84	0	Adipose - Subcutaneous	No
37214	NFYC		-0.81	0	Adipose - Subcutaneous	No
15649	UBAP1		-1.16	0	Adipose - Subcutaneous	No
11871	USP7		-1.08	0	Adipose - Subcutaneous	No
15021	KRTCAP2		-0.73	0	Adipose - Subcutaneous	No
19240	MAX	RBM5(0.87)	-0.69	0	Adipose - Subcutaneous	No
19710	EXOSC1		-0.47	0	Adipose - Subcutaneous	No
18909	ACTR10		0	0	Adipose - Subcutaneous	No
28331	FAM3A		-1.12	0	Adipose - Subcutaneous	No
31711	DAZAP2	KHDRBS2(0.29)	-0.93	0	Adipose - Subcutaneous	No
18292	TCP1	DAZAP1(-0.65)	-1.43	0	Adipose - Subcutaneous	No
8227	NUP85		-0.86	0	Adipose - Subcutaneous	No
30747	SRI		-0.45	0	Adipose - Subcutaneous	No
23716	CUL3		-0.68	0	Adipose - Subcutaneous	No
26094	QARS		-0.98	0	Adipose - Subcutaneous	No
11237	SNX1		0	0	Adipose - Subcutaneous	No
9888	INO80B		-0.82	0	Adipose - Subcutaneous	No
21516	NCSTN		-1.15	0	Adipose - Subcutaneous	No
8956	PAIP1		-0.7	0	Adipose - Subcutaneous	No
2085	WDR45		-1.15	0	Adipose - Subcutaneous	No
25036	PAIP2		-0.85	0	Adipose - Subcutaneous	No
23819	MAPK1		-0.93	0	Adipose - Subcutaneous	No
33425	KDM5C		0	-0.69	Adipose - Subcutaneous	Yes
35568	CPAMD8	PABPC5(0.48)	-1.28	-0.59	Adipose - Subcutaneous	Yes
18952	EGFL6	A1CF(-0.08),ANKHD1(0.15),CNOT4(-0.27),CPEB4(0.1),CPO(0.07),FMR1(-0.1),FUS(-0.08),FXR1(0.24),FXR2(-0.16),G3BP2(0.14),HNRNPA1(-0.09),HNRNPA2B1(0.21),HNRNPCL1(-0.16),HNRNPF(0.21),HNRNPH1(-0.15),HNRNPL(-0.09),HNRNPU(-0.19),IGF2BP3(-0.05),KHDRBS2(0.04),MSI1(0.07),PABPC3(-0.09),PABPC5(-0.13),PABPN1(-0.12),PCBP1(0.14),PCBP2(-0.14),PCBP3(0.06),PPRC1(-0.24),QKI(0.08),RALY(0.15),RBFOX1(-0.22),RBM24(0.07),RBM28(0.11),RBM38(-0.14),RBM4(-0.07),RBM41(0.25),RBM45(-0.06),RBM5(0.43),RBM6(-0.18),RBP1(-0.06),RSF1(-0.24),SART3(0.23),SF1(-0.1),SFPQ(0.23),SNRPA(0.11),SRP54(-0.1),SRSF1(0.11),SRSF2(0.13),SRSF7(-0.07),SRSF9(-0.23),TUT1(-0.07),YBX1(0.09),YBX2(-0.12),ZCRB1(-0.14),ZNF638(-0.18)	1.79	-0.15	Adipose - Subcutaneous	Yes
22581	REEP6	A1CF(-0.04),ANKHD1(0.17),CNOT4(-0.19),CPEB2(0.09),CPEB4(0.07),FUS(-0.1),FXR2(-0.14),G3BP2(0.17),HNRNPA2B1(0.23),HNRNPCL1(0.13),HNRNPF(0.19),HNRNPH1(-0.25),HNRNPL(-0.08),HNRNPM(0.15),HNRNPU(-0.36),IGF2BP3(-0.13),KHDRBS2(0.04),KHDRBS3(0.09),MATR3(0.26),PABPC3(-0.2),PABPC4(0.2),PCBP3(-0.06),PPRC1(-0.17),QKI(-0.09),RALY(0.15),RBFOX1(-0.18),RBM24(0.13),RBM41(0.19),RBM5(0.32),RBM6(-0.2),RBM8A(-0.07),RBMS1(-0.12),RBP1(-0.04),RSF1(-0.21),SNRPA(-0.1),SRSF2(0.15),SRSF9(-0.16),U2AF2(0.16),YBX2(-0.09),ZC3H14(0.14)	0.86	0	Adipose - Subcutaneous	Yes
18005	GYG2		-2.28	0	Adipose - Subcutaneous	Yes
35567	CPAMD8	HNRNPL(0.37),RBM6(-0.37)	-0.94	0	Adipose - Subcutaneous	Yes
2627	EIF1AX	CPO(0.37),HNRNPK(-0.79),TIA1(0.95)	0	0	Adipose - Subcutaneous	Yes
29969	CYTL1		-1.31	0	Adipose - Subcutaneous	Yes
5420	CYB5R3	ANKHD1(0.28),CPO(0.1),HNRNPA1L2(-0.22),HNRNPF(0.42),IGF2BP2(-0.17),KHDRBS2(0.11),MATR3(0.37),PABPC1(-0.27),PABPC4(0.29),PABPN1(-0.19),PPRC1(-0.42),PUM2(-0.43),RBM24(-0.2),RBM28(0.4),RBM4(-0.35),RBM41(-0.32),RBM6(-0.21),RBM8A(-0.14),RBP1(0.12),RSF1(0.53),SART3(-0.36),SNRNP70(0.22),SRSF7(-0.16),ZC3H10(0.16),ZCRB1(-0.16),ZNF638(-0.38)	0.49	-0.36	Adipose - Subcutaneous	Yes
33562	EPB42		-1.91	0	Adipose - Subcutaneous	Yes
38818	ACADVL	HNRNPA1L2(0.27),HNRNPK(0.28),IGF2BP2(-0.16),MATR3(-0.52),RBFOX1(-0.13),SRSF7(-0.25),SRSF9(-0.25)	0	-0.23	Adipose - Subcutaneous	Yes
23601	KCNK2	RBM45(0.15),RBMS1(0.32),RBMS3(-0.29)	-0.53	0	Adipose - Subcutaneous	Yes
24839	COL4A5		-1.47	0	Adipose - Subcutaneous	Yes
12175	PPP1R12A	PABPC4(0.2),PUM2(-0.37),RSF1(0.36),SRSF1(-0.2),TIA1(0.39)	-0.76	0	Adipose - Subcutaneous	Yes
23600	KCNK2	G3BP2(0.53),KHDRBS2(0.22),RBMS3(-0.34)	-1.39	0	Adipose - Subcutaneous	Yes
21174	SVIL	A1CF(-0.03),CPEB2(-0.09),CPO(0.09),ENOX1(0.05),FMR1(-0.23),FXR1(0.29),FXR2(-0.17),HNRNPA1(0.13),HNRNPA1L2(-0.12),HNRNPF(0.19),HNRNPH1(0.13),HNRNPM(-0.19),HNRNPU(0.1),IGF2BP2(-0.12),IGF2BP3(-0.05),KHDRBS2(0.1),MBNL1(-0.07),PABPC1(-0.2),PABPC3(-0.07),PABPN1(-0.1),PCBP1(0.09),PPRC1(-0.13),PTBP1(0.1),RALY(0.16),RBM24(-0.79),RBM4(0.08),RBM41(0.15),RBM42(-0.15),RBM45(0.04),RBM46(-0.14),RBM5(0.5),RBM6(-0.4),RBMS3(0.1),RBP1(-0.05),RSF1(0.16),SAMD4A(0.13),SART3(-0.18),SF1(0.13),SFPQ(-0.34),SNRNP70(-0.13),SNRPA(-0.11),SRSF10(0.2),SRSF2(0.12),SRSF7(-0.2),SRSF9(-0.09),TARDBP(0.13),TIA1(-0.17),TUT1(0.16),YBX2(0.1),ZC3H14(0.14),ZCRB1(-0.14)	-0.41	-0.32	Adipose - Subcutaneous	Yes
28113	FADS1		-1.37	0	Adipose - Subcutaneous	Yes
26247	ACTG1	A1CF(0.01),ANKHD1(0.02),CNOT4(0.12),CPEB2(0.04),CPEB4(0.04),CPO(0.01),ENOX1(0.02),ESRP2(-0.01),FMR1(-0.1),FUS(-0.03),FXR1(0.15),FXR2(0.02),G3BP2(0.09),HNRNPA1(0.04),HNRNPA1L2(0.08),HNRNPA2B1(0.07),HNRNPC(-0.03),HNRNPCL1(0.15),HNRNPF(-0.12),HNRNPH1(-0.1),HNRNPH2(0.02),HNRNPK(0.01),HNRNPL(-0.06),HNRNPM(-0.12),HNRNPU(-0.08),IGF2BP2(0.04),IGF2BP3(-0.03),KHDRBS1(-0.06),KHDRBS2(0.05),KHDRBS3(0.05),LIN28A(0),MATR3(0.24),MBNL1(-0.13),MSI1(0.05),PABPC1(-0.2),PABPC3(0.02),PABPC4(0.1),PABPC5(-0.05),PCBP1(0.02),PCBP2(-0.03),PCBP3(0.08),PPRC1(-0.31),PTBP1(0.07),PUM2(-0.07),QKI(0.07),RALY(0.03),RBFOX1(-0.05),RBM24(-0.59),RBM28(-0.03),RBM3(-0.23),RBM4(0.04),RBM41(0.27),RBM42(-0.03),RBM46(-0.09),RBM5(0.3),RBM6(-0.24),RBM8A(0.02),RBMS1(0.04),RBMS3(-0.01),RBP1(-0.01),RSF1(-0.06),SAMD4A(0.12),SART3(-0.02),SF1(0.05),SFPQ(-0.06),SNRNP70(-0.17),SNRPA(-0.15),SRP54(-0.09),SRSF1(0.06),SRSF10(-0.03),SRSF2(0.03),SRSF7(0.11),SRSF9(-0.08),TARDBP(0.05),TIA1(-0.03),TUT1(0.15),U2AF2(0.13),YBX1(0.05),YBX2(0.1),ZC3H10(-0.1),ZCRB1(-0.17),ZNF638(-0.08)	0.23	-0.24	Adipose - Subcutaneous	Yes
26916	VCL	A1CF(-0.04),ANKHD1(-0.06),CNOT4(0.05),CPEB2(0.18),CPEB4(0.15),CPO(0.02),DAZAP1(0.25),ENOX1(-0.05),ESRP2(-0.04),FMR1(-0.31),FUS(0.27),FXR1(0.16),FXR2(0.04),G3BP2(-0.03),HNRNPA1(0.08),HNRNPA1L2(0.11),HNRNPA2B1(-0.08),HNRNPCL1(0.17),HNRNPF(-0.17),HNRNPH1(-0.1),HNRNPK(-0.04),HNRNPL(-0.15),HNRNPM(-0.14),HNRNPU(0.07),IGF2BP2(0.09),KHDRBS1(-0.07),KHDRBS2(0.03),KHDRBS3(0.12),LIN28A(0.04),MATR3(0.24),MBNL1(-0.29),MSI1(0.06),PABPC1(-0.28),PABPC3(-0.06),PABPC4(0.06),PABPC5(-0.17),PABPN1(0.07),PCBP1(0.14),PCBP2(0.11),PCBP3(-0.02),PPRC1(-0.09),PUM2(-0.13),QKI(0.25),RALY(-0.19),RBFOX1(-0.05),RBM24(-0.59),RBM28(-0.04),RBM3(-0.18),RBM38(0.06),RBM41(0.27),RBM45(-0.01),RBM46(-0.05),RBM5(0.45),RBM6(-0.26),RBM8A(0.11),RBMS3(0.12),RSF1(0.09),SAMD4A(0.06),SART3(0.19),SF1(-0.15),SFPQ(-0.06),SNRNP70(-0.15),SNRPA(-0.09),SRSF1(0.12),SRSF10(-0.19),SRSF2(-0.04),SRSF7(0.08),SRSF9(-0.03),TARDBP(-0.04),TIA1(0.12),YBX1(-0.17),YBX2(0.09),ZC3H14(-0.13)	-0.14	-0.15	Adipose - Subcutaneous	Yes
319	CES1		-2.65	0	Adipose - Subcutaneous	Yes
315	CES1		-2.45	0	Adipose - Subcutaneous	Yes
18803	SPEG		-1.8	0	Adipose - Subcutaneous	Yes
18935	ARL4A	A1CF(-0.08),ANKHD1(0.22),CPEB2(0.16),CPEB4(0.15),DAZAP1(0.34),FMR1(-0.21),FXR2(0.21),HNRNPC(-0.07),HNRNPCL1(-0.23),HNRNPH1(-0.23),HNRNPH2(0.25),KHDRBS2(0.11),PCBP1(-0.19),RBFOX1(-0.14),RBM3(-0.14),RBM38(-0.32),RBM6(-0.15),RBMS3(-0.16),RSF1(-0.26),SRSF2(0.21),ZC3H10(-0.17),ZC3H14(0.29),ZNF638(-0.44)	-0.12	-0.34	Adipose - Subcutaneous	Yes
317	CES1		-2.51	0	Adipose - Subcutaneous	Yes
4242	ARSD	A1CF(-0.11),CNOT4(0.13),CPEB4(0.18),CPO(0.09),FUS(-0.15),G3BP2(0.3),HNRNPA1(-0.13),HNRNPA1L2(0.25),HNRNPA2B1(0.43),HNRNPC(-0.04),HNRNPCL1(-0.21),HNRNPF(0.12),HNRNPH2(0.24),HNRNPM(-0.16),HNRNPU(-0.22),IGF2BP2(-0.15),KHDRBS1(0.24),MBNL1(-0.26),PABPC3(-0.19),PABPC4(-0.08),PABPN1(-0.08),PCBP3(0.11),PPRC1(-0.36),PUM2(0.28),RALY(0.26),RBFOX1(-0.3),RBM28(0.18),RBM38(-0.19),RBM41(0.23),RBM42(0.09),RBM8A(-0.1),RBP1(-0.08),RSF1(-0.24),SFPQ(0.16),SNRNP70(0.21),SRSF10(-0.13),SRSF2(0.16),SRSF9(-0.18),TIA1(-0.48),YBX1(0.12),YBX2(-0.12),ZC3H10(-0.16),ZC3H14(0.12),ZCRB1(-0.09),ZNF638(-0.17)	0.22	-0.17	Adipose - Subcutaneous	Yes
8158	ITGA7	A1CF(0.04),CPO(0.05),DAZAP1(0.18),FMR1(0.13),FXR2(0.2),G3BP2(0.18),HNRNPA1L2(0.11),HNRNPF(0.19),HNRNPK(-0.12),IGF2BP2(-0.07),MBNL1(-0.17),PABPC1(-0.12),PABPC5(-0.14),PCBP3(0.1),PTBP1(-0.27),PUM2(-0.15),QKI(0.17),RALY(-0.16),RBFOX1(-0.06),RBM3(-0.11),RBM41(0.26),RBM45(-0.04),RBP1(-0.05),SAMD4A(0.09),SFPQ(0.23),SRSF10(-0.12),SRSF7(-0.16),YBX2(0.11)	0	-0.18	Adipose - Subcutaneous	Yes
39100	SGK2	ANKHD1(-0.42),HNRNPA1(-0.22),HNRNPA1L2(0.26),HNRNPC(-0.13),IGF2BP2(-0.44),PABPC4(0.22),PABPC5(-0.52),PCBP1(0.24),RBFOX1(-0.17),RBM41(0.46),RBM8A(-0.15),RBP1(0.13),SART3(0.34),SRP54(-0.2),SRSF10(0.32),SRSF7(-0.17),ZC3H14(0.3)	0.49	0	Adipose - Subcutaneous	Yes
27396	ITIH3		-2.05	0	Adipose - Subcutaneous	Yes
27870	FLNC	CPEB4(0.21),CPO(0.33),ESRP2(-0.15),FUS(-0.41),FXR2(0.27),HNRNPA1L2(0.65),HNRNPH1(-0.38),HNRNPK(-0.47),HNRNPU(-0.4),IGF2BP3(-0.17),MBNL1(-0.27),PCBP1(0.25),RBFOX1(0.36),RBM28(0.24),RBM4(-0.27),RBMS1(0.3)	-0.79	-0.55	Adipose - Subcutaneous	Yes
29992	CDKN2A	FMR1(-0.32),HNRNPF(0.27),HNRNPU(-0.35),PCBP1(0.24),PPRC1(-0.22),RBM24(0.15),RBM38(-0.28),RBM6(-0.16),SNRPA(-0.16),SRP54(0.22),TARDBP(0.26),U2AF2(-0.25),ZCRB1(-0.22)	0.92	0	Adipose - Subcutaneous	Yes
34777	SCIN	DAZAP1(-0.29),FXR2(-0.24),MSI1(0.19),RBFOX1(-0.27),RBM28(0.22),SRSF9(-0.23),ZC3H14(0.33)	0.78	0	Adipose - Subcutaneous	Yes
35566	CPAMD8	DAZAP1(-0.5),HNRNPC(-0.14),RBM28(0.31),SFPQ(-0.66),SRSF10(0.54)	-0.89	0	Adipose - Subcutaneous	Yes
27305	COL4A6	CNOT4(-0.47),CPO(0.19),G3BP2(0.39),KHDRBS3(0.26),RBFOX1(-0.18),RBM46(-0.42),U2AF2(0.4)	-0.85	-0.65	Adipose - Subcutaneous	Yes
27303	COL4A6	CPO(0.23),PPRC1(-0.5)	-1.23	0	Adipose - Subcutaneous	Yes
5343	IRF8	A1CF(-0.05),ANKHD1(0.16),CNOT4(-0.1),DAZAP1(-0.1),FMR1(-0.26),FUS(-0.24),G3BP2(0.12),HNRNPA1(0.11),HNRNPA2B1(0.26),HNRNPC(-0.05),HNRNPF(0.19),HNRNPM(0.11),HNRNPU(-0.2),IGF2BP3(0.05),KHDRBS1(0.25),KHDRBS3(0.14),LIN28A(0.05),MBNL1(-0.1),MSI1(0.07),PABPC1(-0.12),PABPC3(-0.22),PABPN1(-0.19),PCBP1(0.19),PPRC1(-0.23),PUM2(-0.31),RBFOX1(-0.14),RBM24(0.15),RBM28(0.11),RBM38(-0.17),RBM41(0.17),RBM42(0.09),RBM5(0.23),RBM6(-0.19),RBM8A(-0.09),RBMS1(0.19),RBMS3(0.09),SART3(-0.14),SFPQ(0.12),SNRNP70(0.12),SNRPA(-0.11),SRSF10(0.23),SRSF2(-0.11),SRSF7(-0.13),SRSF9(-0.18),TIA1(-0.33),YBX1(0.16),ZC3H14(0.2),ZCRB1(-0.18),ZNF638(-0.16)	0.59	0	Adipose - Subcutaneous	Yes
20222	NPNT		-1.85	0	Adipose - Subcutaneous	Yes
19004	C12orf75		-1.72	0	Adipose - Subcutaneous	Yes
18495	PDLIM3		-1.97	0	Adipose - Subcutaneous	Yes
8163	ITGA7	ANKHD1(0.17),CPEB4(0.09),CPO(0.08),ENOX1(-0.1),ESRP2(-0.1),FMR1(-0.18),FUS(-0.21),HNRNPC(-0.08),HNRNPF(0.17),HNRNPK(0.19),HNRNPM(-0.2),KHDRBS3(0.13),MATR3(-0.25),MSI1(0.1),PABPC1(-0.22),PABPC3(-0.13),PABPC5(-0.17),PABPN1(-0.12),PCBP1(0.28),PCBP2(-0.17),PPRC1(-0.29),PUM2(-0.35),QKI(0.12),RBFOX1(-0.17),RBM28(0.15),RBM3(-0.21),RBM41(0.45),RBM6(-0.25),SAMD4A(0.27),SF1(-0.26),SFPQ(0.35),SNRNP70(0.15),SNRPA(-0.2),SRP54(-0.28),SRSF9(-0.11),YBX2(0.09),ZC3H14(0.24),ZCRB1(-0.12)	0.25	-0.34	Adipose - Subcutaneous	Yes
36429	FAM189A2	A1CF(-0.07),FMR1(-0.19),FXR1(0.22),FXR2(-0.12),G3BP2(0.24),HNRNPA2B1(0.28),HNRNPC(-0.14),HNRNPH1(-0.33),HNRNPK(-0.5),HNRNPM(-0.34),KHDRBS3(-0.14),LIN28A(-0.07),MSI1(0.1),PABPC5(-0.14),PCBP2(0.16),PCBP3(0.07),PPRC1(-0.29),RBM3(-0.14),RBM38(-0.3),RBM41(0.15),RBM42(-0.29),RBM46(-0.16),RBM5(-0.21),RBM6(-0.2),RBM8A(0.27),RSF1(-0.3),SAMD4A(-0.09),SF1(0.16),SFPQ(0.2),SRP54(0.24),SRSF10(0.17),SRSF9(-0.18),TARDBP(0.24),U2AF2(0.45),YBX2(0.1),ZC3H14(0.29)	0	-0.21	Adipose - Subcutaneous	Yes
3643	COL9A3		-1.32	0	Adipose - Subcutaneous	Yes
19408	EXOC7		0	0	Muscle - Skeletal	No
25259	USF1		0	0	Muscle - Skeletal	No
5370	BSDC1		-0.72	0	Muscle - Skeletal	No
13614	DCTN6		-0.64	0	Muscle - Skeletal	No
25651	MAT2B		-0.51	0	Muscle - Skeletal	No
25932	APBB1		-0.65	0	Muscle - Skeletal	No
17694	DPF2		-0.87	0	Muscle - Skeletal	No
13282	VPS35		-0.57	0	Muscle - Skeletal	No
34064	SHMT2		-0.59	0	Muscle - Skeletal	No
34067	SHMT2		-0.56	0	Muscle - Skeletal	No
30552	NPRL3		-0.55	0	Muscle - Skeletal	No
13914	RBBP4		0	0	Muscle - Skeletal	No
30262	ZFPL1		0	0	Muscle - Skeletal	No
13913	RBBP4		0	0	Muscle - Skeletal	No
12569	HDAC3		-0.62	0	Muscle - Skeletal	No
22907	ATP6AP1		-0.52	0	Muscle - Skeletal	No
36796	NARF		-0.63	0	Muscle - Skeletal	No
22518	SUB1		0	0	Muscle - Skeletal	No
7539	BET1L		-0.52	0	Muscle - Skeletal	No
34065	SHMT2		-0.64	0	Muscle - Skeletal	No
26092	QARS		-0.36	0	Muscle - Skeletal	No
27651	PIGG		-0.6	0	Muscle - Skeletal	No
36982	MED24		0	0	Muscle - Skeletal	No
19410	EXOC7		-0.61	0	Muscle - Skeletal	No
5406	MAEA		-0.77	0	Muscle - Skeletal	No
13877	HNRNPUL1		0	0	Muscle - Skeletal	No
10790	C8orf33		0	0	Muscle - Skeletal	No
13856	REPS1		-0.87	0	Muscle - Skeletal	No
10801	PDXDC1		-0.58	0	Muscle - Skeletal	No
21741	LGMN		-0.83	0	Muscle - Skeletal	No
24206	VPS26A		-1.05	0	Muscle - Skeletal	No
27772	KIAA0100		-0.53	0	Muscle - Skeletal	No
30263	ZFPL1		0	0	Muscle - Skeletal	No
21516	NCSTN		-0.63	0	Muscle - Skeletal	No
26527	IRX3		-1.11	0	Muscle - Skeletal	Yes
21188	KDM6A		-1.46	0	Muscle - Skeletal	Yes
12438	ZFX	PCBP3(0.35)	-1.85	0	Muscle - Skeletal	Yes
12436	ZFX		-1.44	0	Muscle - Skeletal	Yes
22192	NDRG4		-0.74	0	Muscle - Skeletal	Yes
15688	GGT7	A1CF(-0.04),CNOT4(-0.2),CPEB2(-0.19),CPEB4(-0.08),CPO(0.06),ENOX1(-0.07),ESRP2(0.04),FMR1(0.21),FXR1(-0.15),FXR2(-0.09),HNRNPA1L2(0.13),HNRNPA2B1(-0.12),HNRNPCL1(0.13),HNRNPH2(0.12),HNRNPL(-0.12),HNRNPM(-0.16),IGF2BP3(-0.11),KHDRBS1(-0.21),MATR3(0.25),MBNL1(0.16),PABPC4(-0.09),PABPC5(-0.09),PCBP1(0.1),PCBP2(-0.13),PPRC1(-0.11),PTBP1(0.14),PUM2(-0.2),QKI(0.07),RALY(0.16),RBFOX1(0.13),RBM28(0.14),RBM3(0.09),RBM45(0.09),RBM6(-0.1),RBM8A(-0.13),RBMS1(0.1),RBMS3(-0.06),RBP1(0.05),SART3(0.29),SFPQ(-0.14),SNRNP70(-0.11),SRSF1(0.08),SRSF7(0.09),SRSF9(0.13),TARDBP(-0.21),TUT1(-0.18),U2AF2(0.34),ZNF638(0.18)	-0.52	-0.44	Muscle - Skeletal	Yes
22865	AJ006998.2	CNOT4(-0.36),DAZAP1(-0.19),ENOX1(-0.09),HNRNPF(0.22),HNRNPL(0.13),HNRNPU(0.2),IGF2BP3(-0.1),MBNL1(0.21),MSI1(-0.08),PABPC3(-0.1),PPRC1(-0.24),RBM3(-0.11),RBM41(0.19),RBM42(-0.23),RBM45(0.08),RBM46(0.24),RBM5(-0.38),RBMS3(0.15),RBP1(0.11),RSF1(0.35),SFPQ(0.22),TARDBP(-0.26),TIA1(0.21),U2AF2(0.3),ZC3H10(0.13),ZNF638(-0.2)	1.2	0	Muscle - Skeletal	Yes
22191	NDRG4		-0.79	0	Muscle - Skeletal	Yes
28828	NCAM1		-1.4	0	Muscle - Skeletal	Yes
3415	TPD52		-0.75	0	Muscle - Skeletal	Yes
22190	NDRG4		-0.69	0	Muscle - Skeletal	Yes
4842	CAB39L		-1	0	Muscle - Skeletal	Yes
25860	TPRG1	A1CF(-0.1),CNOT4(-0.51),DAZAP1(-0.56),HNRNPC(0.1),HNRNPM(-0.3),MBNL1(0.36),PCBP1(0.35),PCBP2(-0.23),RALY(0.28),RBM45(0.13),RBM8A(-0.24),TARDBP(-0.42),U2AF2(0.54)	0.44	0	Muscle - Skeletal	Yes
9626	DDX3X	FMR1(0.35),HNRNPH1(0.28),HNRNPL(0.22),MBNL1(0.28),PABPC4(0.19),RBM5(-0.43),ZC3H10(0.44)	-0.48	-0.96	Muscle - Skeletal	Yes
4206	PKP2	HNRNPU(0.26),KHDRBS1(-0.37),QKI(0.17),RBM38(0.3),RBP1(0.17),SF1(0.29),TARDBP(-0.35),U2AF2(0.49),ZC3H10(0.24)	0.43	0.22	Muscle - Skeletal	Yes
