ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
4544	"ENSG00000118513.18"	"MYB"	chr6	+	135195747	135196002	135195747	135195917	135196725	135197323
4545	"ENSG00000139908.14"	"TSSK4"	chr14	+	24206508	24207509	24206508	24206723	24207963	24208248
4546	"ENSG00000145216.15"	"FIP1L1"	chr4	+	53452919	53453142	53452919	53453133	53458652	53458790
4547	"ENSG00000173039.18"	"RELA"	chr11	-	65661686	65662088	65661936	65662088	65660123	65660215
4548	"ENSG00000099377.13"	"HSD3B7"	chr16	+	30985652	30985947	30985652	30985824	30986048	30986204
4549	"ENSG00000197580.11"	"BCO2"	chr11	+	112199698	112199827	112199698	112199769	112200612	112200773
4550	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112193697	112193473	112193685	112193878	112193994
4551	"ENSG00000197580.11"	"BCO2"	chr11	+	112214761	112214944	112214761	112214859	112216219	112216330
4552	"ENSG00000197580.11"	"BCO2"	chr11	+	112214761	112214944	112214761	112214926	112216219	112216330
4553	"ENSG00000197580.11"	"BCO2"	chr11	+	112214761	112214926	112214761	112214859	112216219	112216330
4554	"ENSG00000181896.11"	"ZNF101"	chr19	+	19677863	19677990	19677863	19677986	19678725	19678786
4555	"ENSG00000166435.15"	"XRRA1"	chr11	-	74933800	74933872	74933824	74933872	74930299	74930372
4556	"ENSG00000104613.11"	"INTS10"	chr8	+	19823872	19824044	19823872	19823981	19824802	19824972
4557	"ENSG00000059758.7"	"CDK17"	chr12	-	96399333	96399404	96399344	96399404	96334718	96334865
4558	"ENSG00000066926.10"	"FECH"	chr18	-	57580054	57580199	57580072	57580199	57573245	57573365
4559	"ENSG00000004468.12"	"CD38"	chr4	+	15824880	15825016	15824880	15824998	15834216	15834302
4560	"ENSG00000170004.16"	"CHD3"	chr17	+	7909142	7909384	7909142	7909338	7910427	7910591
4561	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349930	50350022	50349385	50349494
4562	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349912	50350022	50349930	50350022	50349664	50349833
4563	"ENSG00000114388.12"	"NPRL2"	chr3	-	50348522	50348782	50348526	50348782	50348316	50348410
4564	"ENSG00000186281.12"	"GPAT2"	chr2	-	96034816	96034920	96034852	96034920	96032296	96032419
4565	"ENSG00000102786.14"	"INTS6"	chr13	-	51451308	51451567	51451496	51451567	51451024	51451174
4566	"ENSG00000010318.20"	"PHF7"	chr3	+	52422759	52422881	52422759	52422836	52423090	52423640
4567	"ENSG00000178445.8"	"GLDC"	chr9	-	6535946	6536236	6536063	6536236	6534707	6534788
4568	"ENSG00000186204.14"	"CYP4F12"	chr19	+	15678260	15678405	15678260	15678329	15680243	15680297
4569	"ENSG00000173641.17"	"HSPB7"	chr1	-	16017073	16017207	16017088	16017207	16014027	16015759
4570	"ENSG00000143994.13"	"ABHD1"	chr2	+	27128944	27129361	27128944	27129127	27129513	27129626
4571	"ENSG00000187391.19"	"MAGI2"	chr7	-	78194873	78195063	78194879	78195063	78185628	78185670
4572	"ENSG00000187391.19"	"MAGI2"	chr7	-	78194873	78195063	78194879	78195063	78178010	78178102
4573	"ENSG00000184999.11"	"SLC22A10"	chr11	+	63302328	63302543	63302328	63302404	63304107	63304216
4574	"ENSG00000130176.7"	"CNN1"	chr19	+	11539294	11539569	11539294	11539560	11541075	11541197
4575	"ENSG00000079263.18"	"SP140"	chr2	+	230244987	230245080	230244987	230245071	230245862	230245940
4576	"ENSG00000092200.12"	"RPGRIP1"	chr14	+	21321258	21321402	21321258	21321300	21321853	21322004
4577	"ENSG00000092200.12"	"RPGRIP1"	chr14	+	21321853	21322004	21321853	21321971	21324617	21325070
4578	"ENSG00000092200.12"	"RPGRIP1"	chr14	+	21324617	21325070	21324617	21324725	21325231	21325383
4579	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677790	85677875	85677794	85677875	85677423	85677492
4580	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677953	85678032	85677423	85677492
4581	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77088748	77088985	77088748	77088949	77089152	77089271
4582	"ENSG00000115523.16"	"GNLY"	chr2	+	85694752	85694996	85694752	85694923	85695319	85695423
4583	"ENSG00000266028.7"	"SRGAP2"	chr1	+	206342845	206343008	206342845	206342900	206384013	206384076
4584	"ENSG00000105483.16"	"CARD8"	chr19	-	48232452	48234543	48234402	48234543	48231659	48231810
4585	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490474	49490576
4586	"ENSG00000142541.16"	"RPL13A"	chr19	+	49490474	49490600	49490474	49490576	49490778	49490864
4587	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490231	49490297
4588	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489922	49490231	49490297
4589	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489912	49490231	49490297
4590	"ENSG00000144362.11"	"PHOSPHO2"	chr2	+	169694453	169694741	169694453	169694622	169695214	169695247
4591	"ENSG00000002919.14"	"SNX11"	chr17	+	48112030	48112111	48112030	48112085	48112573	48112660
4592	"ENSG00000013573.16"	"DDX11"	chr12	+	31102267	31102335	31102267	31102311	31102426	31102527
4593	"ENSG00000182484.15"	"WASH6P"	chrX	+	156025031	156025100	156025031	156025049	156025240	156025554
4594	"ENSG00000182484.15"	"WASH6P"	chrX	+	156023011	156023213	156023011	156023209	156023301	156023460
4595	"ENSG00000182484.15"	"WASH6P"	chrX	+	156022322	156022539	156022322	156022459	156022698	156022834
4596	"ENSG00000106554.11"	"CHCHD3"	chr7	-	132975153	132975286	132975168	132975286	132885661	132885745
4597	"ENSG00000131069.19"	"ACSS2"	chr20	+	34874941	34875137	34874941	34875127	34882793	34882989
4598	"ENSG00000131069.19"	"ACSS2"	chr20	+	34914095	34914171	34914095	34914117	34914322	34914437
4599	"ENSG00000111837.11"	"MAK"	chr6	-	10838481	10838555	10838502	10838555	10830547	10830877
4600	"ENSG00000170291.14"	"ELP5"	chr17	+	7254582	7254803	7254582	7254766	7256856	7257038
4601	"ENSG00000013375.15"	"PGM3"	chr6	-	83170300	83170478	83170304	83170478	83164872	83169323
4602	"ENSG00000158528.11"	"PPP1R9A"	chr7	+	95284017	95284330	95284017	95284216	95286205	95286325
4603	"ENSG00000163630.10"	"SYNPR"	chr3	+	63443076	63443469	63443076	63443277	63480831	63480956
4604	"ENSG00000108798.8"	"ABI3"	chr17	+	49216530	49216698	49216530	49216680	49217738	49217915
4605	"ENSG00000137871.19"	"ZNF280D"	chr15	-	56917064	56917212	56917146	56917212	56890013	56890167
4606	"ENSG00000137871.19"	"ZNF280D"	chr15	-	56666678	56666986	56666799	56666986	56666394	56666535
4607	"ENSG00000099999.14"	"RNF215"	chr22	-	30379481	30379622	30379547	30379622	30377819	30378142
4608	"ENSG00000160111.12"	"CPAMD8"	chr19	-	16975086	16975258	16975096	16975258	16970890	16971033
4609	"ENSG00000116852.14"	"KIF21B"	chr1	-	201004540	201004933	201004765	201004933	201004339	201004455
4610	"ENSG00000237491.8"	"RP11-206L10.9"	chr1	+	781936	782136	781936	782043	783110	783363
4611	"ENSG00000131951.10"	"LRRC9"	chr14	+	60031994	60032067	60031994	60032063	60053064	60053205
4612	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765637	7766207	7765637	7765931	7766655	7766807
4613	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765891	7766207	7765891	7766138	7766655	7766807
4614	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765616	7766069	7765616	7765862	7766655	7766807
4615	"ENSG00000186260.16"	"MKL2"	chr16	+	14246472	14247507	14246472	14247357	14248925	14249081
4616	"ENSG00000245958.6"	"RP11-33B1.1"	chr4	+	119512812	119512970	119512812	119512920	119528739	119528789
4617	"ENSG00000244754.8"	"N4BP2L2"	chr13	-	32527407	32527532	32527457	32527532	32522181	32522270
4618	"ENSG00000152670.18"	"DDX4"	chr5	+	55767880	55768089	55767880	55767940	55781065	55781146
4619	"ENSG00000167861.15"	"HID1"	chr17	-	74963739	74963910	74963770	74963910	74962964	74963081
4620	"ENSG00000196440.11"	"ARMCX4"	chrX	+	101486022	101486098	101486022	101486092	101487192	101487272
4621	"ENSG00000165915.13"	"SLC39A13"	chr11	+	47414776	47414909	47414776	47414905	47415059	47415159
4622	"ENSG00000148358.19"	"GPR107"	chr9	+	130077298	130077378	130077298	130077374	130079629	130079769
4623	"ENSG00000118900.14"	"UBN1"	chr16	+	4860663	4861102	4860663	4860953	4868832	4868903
4624	"ENSG00000114859.15"	"CLCN2"	chr3	-	184353541	184353795	184353661	184353795	184353249	184353422
4625	"ENSG00000114859.15"	"CLCN2"	chr3	-	184354903	184355529	184355373	184355529	184354547	184354658
4626	"ENSG00000114859.15"	"CLCN2"	chr3	-	184356992	184357094	184357036	184357094	184355693	184355778
4627	"ENSG00000115661.13"	"STK16"	chr2	+	219245478	219245796	219245478	219245522	219245895	219246085
4628	"ENSG00000115661.13"	"STK16"	chr2	+	219245895	219246876	219245895	219246085	219247414	219247535
4629	"ENSG00000110619.16"	"CARS"	chr11	-	3001961	3002053	3001969	3002053	3000929	3001248
4630	"ENSG00000214160.9"	"ALG3"	chr3	-	184248744	184248962	184248781	184248962	184245467	184245615
4631	"ENSG00000117152.13"	"RGS4"	chr1	+	163069360	163069528	163069360	163069408	163072394	163072499
4632	"ENSG00000138834.12"	"MAPK8IP3"	chr16	+	1761223	1761305	1761223	1761278	1762350	1762481
4633	"ENSG00000022976.15"	"ZNF839"	chr14	+	102339093	102339229	102339093	102339223	102341322	102342367
4634	"ENSG00000135100.17"	"HNF1A"	chr12	+	120978650	120978840	120978650	120978692	120997490	120997882
4635	"ENSG00000171551.11"	"ECEL1"	chr2	-	232482850	232482954	232482856	232482954	232482549	232482608
4636	"ENSG00000125844.15"	"RRBP1"	chr20	-	17614736	17614880	17614739	17614880	17613677	17614220
4637	"ENSG00000023228.13"	"NDUFS1"	chr2	-	206149779	206149925	206149817	206149925	206149019	206149096
4638	"ENSG00000187231.13"	"SESTD1"	chr2	-	179116573	179116790	179116667	179116790	179115064	179115256
4639	"ENSG00000282851.1"	"BISPR"	chr19	+	17405823	17405995	17405823	17405987	17406076	17406296
4640	"ENSG00000167554.14"	"ZNF610"	chr19	+	52347706	52347944	52347706	52347831	52349153	52349235
4641	"ENSG00000138688.15"	"KIAA1109"	chr4	+	122334343	122334545	122334343	122334440	122336191	122336353
4642	"ENSG00000138688.15"	"KIAA1109"	chr4	+	122209158	122209337	122209158	122209204	122209817	122209924
4643	"ENSG00000137648.17"	"TMPRSS4"	chr11	+	118094821	118094865	118094821	118094855	118098984	118099098
4644	"ENSG00000137648.17"	"TMPRSS4"	chr11	+	118098984	118099098	118098984	118099034	118103100	118103253
4645	"ENSG00000269713.7"	"NBPF9"	chr1	-	149065525	149065689	149065636	149065689	149064430	149064482
4646	"ENSG00000183569.17"	"SERHL2"	chr22	+	42571120	42571901	42571120	42571203	42572435	42572529
4647	"ENSG00000139291.13"	"TMEM19"	chr12	+	71700831	71701025	71700831	71700878	71703976	71704056
4648	"ENSG00000100321.14"	"SYNGR1"	chr22	+	39374315	39374660	39374315	39374553	39376051	39376197
4649	"ENSG00000173559.12"	"NABP1"	chr2	+	191678135	191678705	191678135	191678241	191678989	191679128
4650	"ENSG00000140481.14"	"CCDC33"	chr15	+	74332678	74333322	74332678	74332845	74333880	74333967
4651	"ENSG00000119801.12"	"YPEL5"	chr2	+	30148244	30148541	30148244	30148305	30156627	30156792
4652	"ENSG00000111237.18"	"VPS29"	chr12	-	110499456	110499546	110499534	110499546	110496011	110496203
4653	"ENSG00000111237.18"	"VPS29"	chr12	-	110499456	110499546	110499534	110499546	110498819	110498859
4654	"ENSG00000128805.14"	"ARHGAP22"	chr10	-	48455001	48455134	48455053	48455134	48454087	48454161
4655	"ENSG00000128805.14"	"ARHGAP22"	chr10	-	48479587	48479764	48479635	48479764	48459683	48459891
4656	"ENSG00000150756.13"	"FAM173B"	chr5	-	10239041	10239356	10239066	10239356	10236477	10236615
4657	"ENSG00000150756.13"	"FAM173B"	chr5	-	10236477	10236615	10236521	10236615	10235210	10235261
4658	"ENSG00000213999.15"	"MEF2B"	chr19	-	19149216	19149429	19149225	19149429	19147697	19147832
4659	"ENSG00000172403.10"	"SYNPO2"	chr4	+	119029844	119032027	119029844	119031853	119057400	119061247
4660	"ENSG00000234170.5"	"RP11-446F3.2"	chr10	-	2447286	2447352	2447294	2447352	2446252	2446950
4661	"ENSG00000166788.9"	"SAAL1"	chr11	-	18086856	18087054	18086861	18087054	18083534	18083728
4662	"ENSG00000166788.9"	"SAAL1"	chr11	-	18086856	18087054	18086865	18087054	18083534	18083728
4663	"ENSG00000166788.9"	"SAAL1"	chr11	-	18086861	18087054	18086865	18087054	18083534	18083728
4664	"ENSG00000128944.13"	"KNSTRN"	chr15	+	40387158	40387218	40387158	40387206	40389505	40389611
4665	"ENSG00000159173.18"	"TNNI1"	chr1	-	201417746	201417812	201417782	201417812	201417115	201417119
4666	"ENSG00000223756.6"	"TSSC2"	chr11	+	3406498	3406715	3406498	3406610	3407621	3407697
4667	"ENSG00000178125.14"	"PPP1R42"	chr8	-	66970980	66971140	66971093	66971140	66964102	66964334
4668	"ENSG00000140326.12"	"CDAN1"	chr15	-	42727620	42727769	42727667	42727769	42726309	42726417
4669	"ENSG00000138400.12"	"MDH1B"	chr2	-	206756897	206757040	206756911	206757040	206749019	206749183
4670	"ENSG00000102181.20"	"CD99L2"	chrX	-	150777335	150777482	150777443	150777482	150776173	150776293
4671	"ENSG00000009790.14"	"TRAF3IP3"	chr1	+	209759981	209760384	209759981	209760324	209762514	209762662
4672	"ENSG00000166387.11"	"PPFIBP2"	chr11	+	7641032	7641083	7641032	7641065	7641478	7641620
4673	"ENSG00000123191.14"	"ATP7B"	chr13	-	51949661	51949796	51949715	51949796	51946283	51946478
4674	"ENSG00000153902.13"	"LGI4"	chr19	-	35131788	35131860	35131790	35131860	35131385	35131555
4675	"ENSG00000079616.12"	"KIF22"	chr16	+	29796892	29797093	29796892	29797088	29798373	29798501
4676	"ENSG00000079616.12"	"KIF22"	chr16	+	29803997	29804107	29803997	29804065	29804813	29805026
4677	"ENSG00000139220.16"	"PPFIA2"	chr12	-	81375732	81375942	81375795	81375942	81374633	81374768
4678	"ENSG00000139220.16"	"PPFIA2"	chr12	-	81347532	81347770	81347663	81347770	81344663	81344693
4679	"ENSG00000100814.17"	"CCNB1IP1"	chr14	-	20329173	20329373	20329223	20329373	20326715	20326793
4680	"ENSG00000100814.17"	"CCNB1IP1"	chr14	-	20317793	20317974	20317794	20317974	20316226	20316560
4681	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48832619	48832761	48832619	48832682	48833400	48833481
4682	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831083	48831496	48831083	48831249	48832619	48832682
4683	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831226	48831433	48831226	48831249	48832619	48832682
4684	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831226	48831433	48831226	48831398	48832619	48832682
4685	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831226	48831496	48831226	48831433	48832619	48832682
4686	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831226	48831398	48831226	48831249	48832619	48832682
4687	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48831226	48831496	48831226	48831398	48832619	48832682
4688	"ENSG00000059145.18"	"UNKL"	chr16	-	1367091	1367349	1367241	1367349	1363204	1366395
4689	"ENSG00000059145.18"	"UNKL"	chr16	-	1369933	1370357	1370129	1370357	1367655	1367858
4690	"ENSG00000166682.10"	"TMPRSS5"	chr11	-	113699961	113700168	113700065	113700168	113699594	113699693
4691	"ENSG00000166682.10"	"TMPRSS5"	chr11	-	113696835	113696971	113696857	113696971	113695399	113695443
4692	"ENSG00000263753.6"	"LINC00667"	chr18	+	5241698	5241889	5241698	5241812	5243593	5246508
4693	"ENSG00000169738.7"	"DCXR"	chr17	-	82036181	82036308	82036190	82036308	82035878	82036063
4694	"ENSG00000184939.15"	"ZFP90"	chr16	+	68539290	68539487	68539290	68539469	68539757	68539825
4695	"ENSG00000184939.15"	"ZFP90"	chr16	+	68539290	68539487	68539290	68539429	68539757	68539825
4696	"ENSG00000184939.15"	"ZFP90"	chr16	+	68539290	68539469	68539290	68539429	68539757	68539825
4697	"ENSG00000171298.12"	"GAA"	chr17	+	80101810	80101925	80101810	80101890	80104554	80105132
4698	"ENSG00000108823.15"	"SGCA"	chr17	+	50175256	50175449	50175256	50175375	50175711	50175928
4699	"ENSG00000108823.15"	"SGCA"	chr17	+	50169091	50169254	50169091	50169104	50170142	50170351
4700	"ENSG00000166206.14"	"GABRB3"	chr15	-	26615773	26616060	26615777	26616060	26615296	26615421
4701	"ENSG00000188283.11"	"ZNF383"	chr19	+	37235548	37235758	37235548	37235675	37235978	37236074
4702	"ENSG00000053254.15"	"FOXN3"	chr14	-	89190383	89190449	89190386	89190449	89180700	89180806
4703	"ENSG00000155066.15"	"PROM2"	chr2	+	95277363	95277566	95277363	95277496	95277929	95278004
4704	"ENSG00000278318.4"	"ZNF229"	chr19	-	44442813	44443024	44442827	44443024	44442562	44442621
4705	"ENSG00000115425.13"	"PECR"	chr2	-	216051444	216051545	216051448	216051545	216049262	216049373
4706	"ENSG00000115129.13"	"TP53I3"	chr2	-	24082884	24083152	24083000	24083152	24080818	24081031
4707	"ENSG00000048740.18"	"CELF2"	chr10	+	11314138	11314270	11314138	11314258	11321206	11321386
4708	"ENSG00000126457.21"	"PRMT1"	chr19	+	49680139	49680253	49680139	49680238	49680486	49680588
4709	"ENSG00000144674.16"	"GOLGA4"	chr3	+	37289234	37289291	37289234	37289289	37294978	37295077
4710	"ENSG00000215498.8"	"FAM230B"	chr22	+	21170472	21170605	21170472	21170497	21173443	21173530
4711	"ENSG00000122735.15"	"DNAI1"	chr9	+	34485141	34485244	34485141	34485240	34485436	34485517
4712	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156285983	156285183	156285267	156286259	156286473
4713	"ENSG00000111602.11"	"TIMELESS"	chr12	-	56423583	56423707	56423624	56423707	56423273	56423475
4714	"ENSG00000122140.10"	"MRPS2"	chr9	+	135500997	135501326	135500997	135501123	135501843	135501973
4715	"ENSG00000254986.7"	"DPP3"	chr11	+	66495205	66495489	66495205	66495268	66495629	66495750
4716	"ENSG00000143252.14"	"SDHC"	chr1	+	161314380	161314874	161314380	161314425	161323613	161323670
4717	"ENSG00000143420.17"	"ENSA"	chr1	-	150627311	150627592	150627466	150627592	150626478	150626526
4718	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824016	12823202	12823319	12824539	12824677
4719	"ENSG00000213782.7"	"DDX47"	chr12	+	12813345	12813516	12813345	12813454	12814130	12814224
4720	"ENSG00000106665.15"	"CLIP2"	chr7	+	74386520	74386604	74386520	74386597	74389102	74389259
4721	"ENSG00000213614.9"	"HEXA"	chr15	-	72353690	72355624	72355558	72355624	72353067	72353178
4722	"ENSG00000214706.10"	"IFRD2"	chr3	-	50288408	50288504	50288426	50288504	50287742	50288271
4723	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992078	143991877	143991949	143992244	143992373
4724	"ENSG00000196388.8"	"INCA1"	chr17	-	4996840	4997129	4997002	4997129	4994393	4994475
4725	"ENSG00000124486.12"	"USP9X"	chrX	+	41229566	41229827	41229566	41229779	41230500	41230596
4726	"ENSG00000101844.17"	"ATG4A"	chrX	+	108137803	108137991	108137803	108137884	108150151	108150297
4727	"ENSG00000135018.13"	"UBQLN1"	chr9	-	83666349	83669327	83669184	83669327	83665029	83665145
4728	"ENSG00000139629.15"	"GALNT6"	chr12	-	51383460	51383582	51383491	51383582	51382312	51382509
4729	"ENSG00000147403.16"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399802	154399941
4730	"ENSG00000164318.17"	"EGFLAM"	chr5	+	38448300	38448419	38448300	38448379	38451314	38451458
4731	"ENSG00000031823.14"	"RANBP3"	chr19	-	5957906	5957973	5957917	5957973	5941798	5941835
4732	"ENSG00000031823.14"	"RANBP3"	chr19	-	5931403	5931531	5931418	5931531	5927967	5928087
4733	"ENSG00000164054.15"	"SHISA5"	chr3	-	48501136	48501293	48501157	48501293	48479176	48479257
4734	"ENSG00000175193.12"	"PARL"	chr3	-	183862696	183862801	183862752	183862801	183844230	183844326
4735	"ENSG00000136098.16"	"NEK3"	chr13	-	52143914	52143987	52143915	52143987	52136799	52136902
4736	"ENSG00000085117.11"	"CD82"	chr11	+	44605057	44605429	44605057	44605182	44615271	44615373
4737	"ENSG00000160654.9"	"CD3G"	chr11	+	118349026	118349171	118349026	118349050	118349263	118349322
4738	"ENSG00000182518.13"	"FAM104B"	chrX	-	55159125	55159228	55159128	55159228	55146180	55146311
4739	"ENSG00000266173.5"	"STRADA"	chr17	-	63728333	63728413	63728357	63728413	63714005	63714108
4740	"ENSG00000266173.5"	"STRADA"	chr17	-	63741453	63741796	63741740	63741796	63728333	63728413
4741	"ENSG00000266173.5"	"STRADA"	chr17	-	63704340	63704582	63704431	63704582	63704004	63704047
4742	"ENSG00000266173.5"	"STRADA"	chr17	-	63728333	63728413	63728357	63728413	63726637	63726695
4743	"ENSG00000164062.12"	"APEH"	chr3	+	49676055	49676515	49676055	49676219	49676608	49676700
4744	"ENSG00000102225.15"	"CDK16"	chrX	+	47224384	47224518	47224384	47224476	47224617	47224743
4745	"ENSG00000102225.15"	"CDK16"	chrX	+	47222260	47222380	47222260	47222342	47223551	47223759
4746	"ENSG00000262943.7"	"ALOX12P2"	chr17	+	6854213	6854453	6854213	6854435	6892002	6892075
4747	"ENSG00000262943.7"	"ALOX12P2"	chr17	+	6894317	6894519	6894317	6894513	6894883	6895006
4748	"ENSG00000132406.11"	"TMEM128"	chr4	-	4247600	4248212	4248105	4248212	4246201	4246343
4749	"ENSG00000115504.14"	"EHBP1"	chr2	+	62705651	62705736	62705651	62705704	62706896	62707295
4750	"ENSG00000115504.14"	"EHBP1"	chr2	+	62673877	62674093	62673877	62674083	62747394	62747452
4751	"ENSG00000141562.17"	"NARF"	chr17	+	82483715	82484950	82483715	82483779	82485496	82485654
4752	"ENSG00000141562.17"	"NARF"	chr17	+	82459991	82460323	82459991	82460072	82464286	82464430
4753	"ENSG00000100483.13"	"VCPKMT"	chr14	-	50116068	50116179	50116079	50116179	50115838	50115911
4754	"ENSG00000156931.15"	"VPS8"	chr3	+	184839697	184839758	184839697	184839752	184849070	184849195
4755	"ENSG00000232977.6"	"LINC00327"	chr13	+	23466570	23467749	23466570	23467163	23470513	23470642
4756	"ENSG00000103472.9"	"RRN3P2"	chr16	+	29094237	29094408	29094237	29094330	29096130	29096261
4757	"ENSG00000163749.17"	"CCDC158"	chr4	-	76333964	76334167	76334021	76334167	76332431	76332491
4758	"ENSG00000123415.15"	"SMUG1"	chr12	-	54188510	54188596	54188514	54188596	54187818	54187905
4759	"ENSG00000197128.11"	"ZNF772"	chr19	-	57475032	57475146	57475047	57475146	57474360	57474421
4760	"ENSG00000087087.18"	"SRRT"	chr7	+	100885700	100885774	100885700	100885762	100885862	100885941
4761	"ENSG00000158552.12"	"ZFAND2B"	chr2	+	219207647	219207779	219207647	219207774	219207886	219208038
4762	"ENSG00000165626.16"	"BEND7"	chr10	-	13499738	13500080	13499777	13500080	13496765	13496888
4763	"ENSG00000180316.12"	"PNPLA1"	chr6	+	36291319	36291555	36291319	36291552	36293060	36293126
4764	"ENSG00000105176.17"	"URI1"	chr19	+	29980158	29980364	29980158	29980250	29985222	29985301
4765	"ENSG00000138380.17"	"CARF"	chr2	+	202913033	202913114	202913033	202913102	202917876	202918043
4766	"ENSG00000145833.15"	"DDX46"	chr5	+	134816429	134816606	134816429	134816603	134817495	134817714
4767	"ENSG00000158321.15"	"AUTS2"	chr7	+	70777102	70777217	70777102	70777174	70781614	70781756
4768	"ENSG00000080561.13"	"MID2"	chrX	+	107917505	107917739	107917505	107917649	107924342	107924504
4769	"ENSG00000114626.17"	"ABTB1"	chr3	+	127674390	127674453	127674390	127674418	127674544	127674600
4770	"ENSG00000166825.13"	"ANPEP"	chr15	-	89804945	89805217	89805077	89805217	89804490	89804617
4771	"ENSG00000166825.13"	"ANPEP"	chr15	-	89803611	89803790	89803646	89803790	89803441	89803507
4772	"ENSG00000154265.15"	"ABCA5"	chr17	-	69273942	69274128	69273958	69274128	69271161	69271289
4773	"ENSG00000211445.11"	"GPX3"	chr5	+	151020827	151021253	151020827	151020854	151025339	151025493
4774	"ENSG00000109339.18"	"MAPK10"	chr4	-	86194308	86194407	86194335	86194407	86159297	86159467
4775	"ENSG00000109339.18"	"MAPK10"	chr4	-	86194318	86194407	86194335	86194407	86159297	86159467
4776	"ENSG00000109339.18"	"MAPK10"	chr4	-	86194308	86194407	86194318	86194407	86159297	86159467
4777	"ENSG00000132376.19"	"INPP5K"	chr17	-	1515426	1515585	1515568	1515585	1513871	1513979
4778	"ENSG00000132376.19"	"INPP5K"	chr17	-	1509167	1509353	1509177	1509353	1508114	1508226
4779	"ENSG00000185122.10"	"HSF1"	chr8	+	144309771	144311249	144309771	144309896	144311320	144311382
4780	"ENSG00000124120.10"	"TTPAL"	chr20	+	44484336	44484530	44484336	44484428	44486595	44486706
4781	"ENSG00000198838.13"	"RYR3"	chr15	+	33807554	33807800	33807554	33807569	33810478	33810649
4782	"ENSG00000173715.15"	"C11orf80"	chr11	+	66788159	66788273	66788159	66788269	66796280	66796364
4783	"ENSG00000173715.15"	"C11orf80"	chr11	+	66801030	66801161	66801030	66801102	66803994	66804194
4784	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73800010	73800194	73800010	73800170	73800295	73800472
4785	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73797376	73797609	73797376	73797605	73797780	73798070
4786	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73793587	73793719	73793587	73793698	73793864	73794044
4787	"ENSG00000116138.12"	"DNAJC16"	chr1	+	15566081	15566410	15566081	15566180	15567098	15567269
4788	"ENSG00000213809.8"	"KLRK1"	chr12	-	10379446	10379792	10379699	10379792	10378553	10378705
4789	"ENSG00000157895.11"	"C12orf43"	chr12	-	121011010	121011146	121011103	121011146	121010827	121010926
4790	"ENSG00000061656.9"	"SPAG4"	chr20	+	35618449	35618720	35618449	35618475	35618922	35618998
4791	"ENSG00000112038.17"	"OPRM1"	chr6	+	154086506	154087804	154086506	154087785	154089825	154090178
4792	"ENSG00000112038.17"	"OPRM1"	chr6	+	154010500	154011018	154010500	154010559	154089825	154090178
4793	"ENSG00000046647.13"	"GEMIN8"	chrX	-	14026051	14026221	14026139	14026221	14021463	14021511
4794	"ENSG00000262246.5"	"CORO7"	chr16	-	4407500	4407684	4407561	4407684	4405490	4405567
4795	"ENSG00000127989.13"	"MTERF1"	chr7	-	91880642	91880690	91880656	91880690	91880054	91880113
4796	"ENSG00000102048.15"	"ASB9"	chrX	-	15248682	15248935	15248743	15248935	15243986	15244630
4797	"ENSG00000163644.14"	"PPM1K"	chr4	-	88278143	88278642	88278535	88278642	88277142	88277243
4798	"ENSG00000104738.16"	"MCM4"	chr8	+	47966186	47966407	47966186	47966275	47967364	47967485
4799	"ENSG00000104738.16"	"MCM4"	chr8	+	47961130	47961426	47961130	47961214	47961515	47961680
4800	"ENSG00000226145.7"	"KRT16P6"	chr17	-	16820646	16820743	16820658	16820743	16819934	16820099
4801	"ENSG00000226145.7"	"KRT16P6"	chr17	-	16820618	16820743	16820646	16820743	16819934	16820099
