ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4979	"ENSG00000182199.10"	"SHMT2"	chr12	+	57234002	57234726	57234002	57234110	57234233	57234726
4980	"ENSG00000182979.17"	"MTA1"	chr14	+	105464462	105464863	105464462	105464567	105464673	105464863
4981	"ENSG00000182979.17"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324
4982	"ENSG00000182979.17"	"MTA1"	chr14	+	105469466	105469992	105469466	105469498	105469840	105469992
4983	"ENSG00000232080.5"	"XXbac-BPG254F23.7"	chr6	+	32718028	32718440	32718028	32718147	32718405	32718440
4984	"ENSG00000106263.17"	"EIF3B"	chr7	+	2378688	2379242	2378688	2378766	2379133	2379242
4985	"ENSG00000106263.17"	"EIF3B"	chr7	+	2379393	2380740	2379393	2379511	2380278	2380740
4986	"ENSG00000106263.17"	"EIF3B"	chr7	+	2366316	2366591	2366316	2366448	2366524	2366591
4987	"ENSG00000106263.17"	"EIF3B"	chr7	+	2379393	2380740	2379393	2379511	2380203	2380740
4988	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102317	125102733	125102809
4989	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102317	125102636	125102809
4990	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102317	125102729	125102809
4991	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102302	125102733	125102809
4992	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102351	125102636	125102809
4993	"ENSG00000150433.9"	"TMEM218"	chr11	-	125102131	125102809	125102131	125102351	125102733	125102809
4994	"ENSG00000169689.14"	"STRA13"	chr17	-	82019292	82019909	82019292	82019381	82019857	82019909
4995	"ENSG00000114062.18"	"UBE3A"	chr15	-	25333727	25340228	25333727	25339257	25340084	25340228
4996	"ENSG00000167770.11"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996856	63996941
4997	"ENSG00000167770.11"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996853	63996941
4998	"ENSG00000174365.19"	"SNHG11"	chr20	+	38450261	38450921	38450261	38450447	38450532	38450921
4999	"ENSG00000186417.13"	"GLDN"	chr15	+	51377257	51377500	51377257	51377297	51377448	51377500
5000	"ENSG00000063177.12"	"RPL18"	chr19	-	48615330	48615946	48615330	48615447	48615876	48615946
5001	"ENSG00000226979.8"	"LTA"	chr6	+	31572733	31573033	31572733	31572841	31572927	31573033
5002	"ENSG00000267278.5"	"MAP3K14-AS1"	chr17	+	45267112	45267490	45267112	45267328	45267415	45267490
5003	"ENSG00000243440.6"	"AF165138.7"	chr21	-	14612504	14612913	14612504	14612645	14612875	14612913
5004	"ENSG00000153684.14"	"GOLGA8F"	chr15	+	28382389	28382749	28382389	28382428	28382701	28382749
5005	"ENSG00000184925.11"	"LCN12"	chr9	+	136954153	136955497	136954153	136954255	136955370	136955497
5006	"ENSG00000184162.14"	"NR2C2AP"	chr19	-	19201415	19202041	19201415	19201563	19201930	19202041
5007	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225
5008	"ENSG00000053501.12"	"USE1"	chr19	+	17215801	17216070	17215801	17215851	17215991	17216070
5009	"ENSG00000006047.12"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7292025	7292059
5010	"ENSG00000109171.14"	"SLAIN2"	chr4	+	48382567	48382927	48382567	48382639	48382727	48382927
5011	"ENSG00000164828.17"	"SUN1"	chr7	+	852608	852952	852608	852667	852812	852952
5012	"ENSG00000164828.17"	"SUN1"	chr7	+	852608	852952	852608	852667	852809	852952
5013	"ENSG00000156313.12"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041
5014	"ENSG00000112282.17"	"MED23"	chr6	-	131592387	131593171	131592387	131592460	131593005	131593171
5015	"ENSG00000026950.16"	"BTN3A1"	chr6	+	26409893	26410032	26409893	26409914	26410005	26410032
5016	"ENSG00000131748.15"	"STARD3"	chr17	+	39657972	39658522	39657972	39658026	39658404	39658522
5017	"ENSG00000131748.15"	"STARD3"	chr17	+	39662250	39663484	39662250	39662344	39662803	39663484
5018	"ENSG00000131748.15"	"STARD3"	chr17	+	39657972	39658522	39657972	39658026	39658412	39658522
5019	"ENSG00000131748.15"	"STARD3"	chr17	+	39662250	39663484	39662250	39662367	39662803	39663484
5020	"ENSG00000055130.15"	"CUL1"	chr7	+	148753975	148754150	148753975	148754009	148754081	148754150
5021	"ENSG00000221946.7"	"FXYD7"	chr19	+	35151253	35151482	35151253	35151328	35151439	35151482
5022	"ENSG00000133048.12"	"CHI3L1"	chr1	-	203178930	203179877	203178930	203179585	203179760	203179877
5023	"ENSG00000141002.18"	"TCF25"	chr16	+	89904117	89905096	89904117	89904205	89904937	89905096
5024	"ENSG00000186166.8"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254
5025	"ENSG00000172379.19"	"ARNT2"	chr15	+	80593599	80597928	80593599	80593627	80597194	80597928
5026	"ENSG00000162032.15"	"SPSB3"	chr16	-	1777945	1778612	1777945	1778048	1778133	1778612
5027	"ENSG00000162032.15"	"SPSB3"	chr16	-	1777746	1778612	1777746	1777872	1777945	1778612
5028	"ENSG00000162032.15"	"SPSB3"	chr16	-	1778133	1778612	1778133	1778321	1778434	1778612
5029	"ENSG00000119397.16"	"CNTRL"	chr9	+	121168095	121168321	121168095	121168136	121168211	121168321
5030	"ENSG00000012124.15"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332552	35332924
5031	"ENSG00000012124.15"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332546	35332924
5032	"ENSG00000012124.15"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332652	35332924
5033	"ENSG00000012124.15"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332593	35332924
5034	"ENSG00000012124.15"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332577	35332924
5035	"ENSG00000010322.15"	"NISCH"	chr3	+	52477573	52478282	52477573	52477642	52478096	52478282
5036	"ENSG00000171456.16"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422
5037	"ENSG00000151150.21"	"ANK3"	chr10	-	60059339	60060006	60059339	60059430	60059697	60060006
5038	"ENSG00000151150.21"	"ANK3"	chr10	-	60138516	60139087	60138516	60138721	60138963	60139087
5039	"ENSG00000103723.12"	"AP3B2"	chr15	-	82688735	82689232	82688735	82688831	82689157	82689232
5040	"ENSG00000054967.12"	"RELT"	chr11	+	73394476	73395285	73394476	73394734	73395086	73395285
5041	"ENSG00000054967.12"	"RELT"	chr11	+	73394235	73394734	73394235	73394317	73394476	73394734
5042	"ENSG00000113328.18"	"CCNG1"	chr5	+	163437570	163437804	163437570	163437664	163437764	163437804
5043	"ENSG00000115657.12"	"ABCB6"	chr2	-	219210380	219210823	219210380	219210475	219210710	219210823
5044	"ENSG00000146083.11"	"RNF44"	chr5	-	176529730	176530206	176529730	176529818	176530081	176530206
5045	"ENSG00000121446.18"	"RGSL1"	chr1	+	182554626	182556222	182554626	182554693	182556023	182556222
5046	"ENSG00000121446.18"	"RGSL1"	chr1	+	182548699	182551209	182548699	182548824	182551099	182551209
5047	"ENSG00000115183.13"	"TANC1"	chr2	+	159219237	159219867	159219237	159219361	159219691	159219867
5048	"ENSG00000103253.17"	"HAGHL"	chr16	+	729008	729715	729008	729088	729287	729715
5049	"ENSG00000103253.17"	"HAGHL"	chr16	+	728115	728424	728115	728233	728315	728424
5050	"ENSG00000103253.17"	"HAGHL"	chr16	+	728315	728604	728315	728424	728503	728604
5051	"ENSG00000167968.12"	"DNASE1L2"	chr16	+	2237375	2237649	2237375	2237476	2237539	2237649
5052	"ENSG00000125046.14"	"SSUH2"	chr3	-	8633665	8634645	8633665	8633795	8634397	8634645
5053	"ENSG00000148824.18"	"MTG1"	chr10	+	133402148	133402773	133402148	133402245	133402691	133402773
5054	"ENSG00000148824.18"	"MTG1"	chr10	+	133401528	133402245	133401528	133401590	133402148	133402245
5055	"ENSG00000082458.11"	"DLG3"	chrX	+	70500470	70500989	70500470	70500580	70500897	70500989
5056	"ENSG00000082458.11"	"DLG3"	chrX	+	70450168	70450783	70450168	70450305	70450638	70450783
5057	"ENSG00000214193.9"	"SH3D21"	chr1	+	36321055	36321778	36321055	36321209	36321723	36321778
5058	"ENSG00000204616.10"	"TRIM31"	chr6	-	30102896	30103789	30102896	30103245	30103471	30103789
5059	"ENSG00000100033.16"	"PRODH"	chr22	-	18921341	18922404	18921341	18921423	18922324	18922404
5060	"ENSG00000100033.16"	"PRODH"	chr22	-	18919705	18922404	18919705	18919798	18921341	18922404
5061	"ENSG00000100033.16"	"PRODH"	chr22	-	18936014	18936553	18936014	18936327	18936389	18936553
5062	"ENSG00000100033.16"	"PRODH"	chr22	-	18922816	18923179	18922816	18922933	18923114	18923179
5063	"ENSG00000130244.12"	"FAM98C"	chr19	+	38403337	38403694	38403337	38403486	38403559	38403694
5064	"ENSG00000130244.12"	"FAM98C"	chr19	+	38405518	38407077	38405518	38405635	38406909	38407077
5065	"ENSG00000063660.8"	"GPC1"	chr2	+	240463346	240464746	240463346	240463512	240464615	240464746
5066	"ENSG00000169727.12"	"GPS1"	chr17	+	82056839	82057470	82056839	82056974	82057052	82057470
5067	"ENSG00000169727.12"	"GPS1"	chr17	+	82056628	82057470	82056628	82056766	82057052	82057470
5068	"ENSG00000169727.12"	"GPS1"	chr17	+	82056628	82057470	82056628	82056766	82056839	82057470
5069	"ENSG00000169727.12"	"GPS1"	chr17	+	82053867	82054810	82053867	82054049	82054497	82054810
5070	"ENSG00000169727.12"	"GPS1"	chr17	+	82053867	82054810	82053867	82054049	82054509	82054810
5071	"ENSG00000169727.12"	"GPS1"	chr17	+	82056285	82056550	82056285	82056391	82056469	82056550
5072	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338061	75338420	75338061	75338133	75338354	75338420
5073	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338061	75338420	75338061	75338138	75338354	75338420
5074	"ENSG00000166012.15"	"TAF1D"	chr11	-	93736693	93737239	93736693	93736751	93737063	93737239
5075	"ENSG00000166012.15"	"TAF1D"	chr11	-	93730676	93731216	93730676	93730712	93731149	93731216
5076	"ENSG00000231666.6"	"RP11-404O13.1"	chr1	-	158132043	158132656	158132043	158132401	158132577	158132656
5077	"ENSG00000186654.20"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608
5078	"ENSG00000140525.17"	"FANCI"	chr15	+	89281764	89283250	89281764	89281835	89283135	89283250
5079	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556316	49556993	49556316	49556425	49556548	49556993
5080	"ENSG00000142546.13"	"NOSIP"	chr19	-	49557089	49558978	49557089	49558199	49558896	49558978
5081	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993
5082	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556316	49556993	49556316	49556425	49556874	49556993
5083	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556657	49556874	49556993
5084	"ENSG00000142546.13"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978
5085	"ENSG00000090061.17"	"CCNK"	chr14	+	99502718	99503644	99502718	99502984	99503610	99503644
5086	"ENSG00000090061.17"	"CCNK"	chr14	+	99500765	99502376	99500765	99500871	99502206	99502376
5087	"ENSG00000118495.18"	"PLAGL1"	chr6	-	143964786	143966230	143964786	143964818	143966157	143966230
5088	"ENSG00000118495.18"	"PLAGL1"	chr6	-	143940301	143942663	143940301	143942388	143942506	143942663
5089	"ENSG00000172771.11"	"EFCAB12"	chr3	-	129411157	129415401	129411157	129411354	129415244	129415401
5090	"ENSG00000172771.11"	"EFCAB12"	chr3	-	129402522	129404403	129402522	129402578	129404248	129404403
5091	"ENSG00000172771.11"	"EFCAB12"	chr3	-	129402522	129404403	129402522	129402579	129404249	129404403
5092	"ENSG00000188070.9"	"C11orf95"	chr11	-	63764867	63765254	63764867	63764919	63765042	63765254
5093	"ENSG00000234111.6"	"RP11-364P22.1"	chr4	+	157572535	157572725	157572535	157572575	157572673	157572725
5094	"ENSG00000186364.11"	"NUDT17"	chr1	+	145846432	145846690	145846432	145846458	145846597	145846690
5095	"ENSG00000164620.8"	"RELL2"	chr5	+	141636949	141638409	141636949	141637741	141638169	141638409
5096	"ENSG00000123066.7"	"MED13L"	chr12	-	115975170	115975738	115975170	115975313	115975514	115975738
5097	"ENSG00000111665.11"	"CDCA3"	chr12	-	6850466	6851009	6850466	6850596	6850832	6851009
5098	"ENSG00000111665.11"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849429	6849564	6849858
5099	"ENSG00000111665.11"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849413	6849564	6849858
5100	"ENSG00000164414.16"	"SLC35A1"	chr6	+	87508419	87508596	87508419	87508437	87508438	87508596
5101	"ENSG00000163728.10"	"TTC14"	chr3	+	180608700	180610003	180608700	180608810	180609629	180610003
5102	"ENSG00000175287.18"	"PHYHD1"	chr9	+	128941444	128942038	128941444	128941571	128941667	128942038
5103	"ENSG00000179088.14"	"C12orf42"	chr12	-	103267852	103268962	103267852	103267886	103268857	103268962
5104	"ENSG00000099875.14"	"MKNK2"	chr19	-	2037464	2039856	2037464	2037829	2039630	2039856
5105	"ENSG00000099875.14"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870
5106	"ENSG00000147576.15"	"ADHFE1"	chr8	+	66444366	66444748	66444366	66444420	66444593	66444748
5107	"ENSG00000158806.13"	"NPM2"	chr8	+	22024723	22025306	22024723	22024830	22025215	22025306
5108	"ENSG00000110077.14"	"MS4A6A"	chr11	-	60179490	60181741	60179490	60179965	60181580	60181741
5109	"ENSG00000118513.18"	"MYB"	chr6	+	135196725	135197323	135196725	135196908	135196960	135197323
5110	"ENSG00000139908.14"	"TSSK4"	chr14	+	24206508	24207509	24206508	24206723	24207115	24207509
5111	"ENSG00000139908.14"	"TSSK4"	chr14	+	24206508	24207509	24206508	24206723	24207145	24207509
5112	"ENSG00000173039.18"	"RELA"	chr11	-	65653601	65655000	65653601	65654509	65654818	65655000
5113	"ENSG00000173039.18"	"RELA"	chr11	-	65661686	65662088	65661686	65661835	65661936	65662088
5114	"ENSG00000173039.18"	"RELA"	chr11	-	65661936	65662205	65661936	65662088	65662178	65662205
5115	"ENSG00000173039.18"	"RELA"	chr11	-	65661686	65662088	65661686	65661819	65661936	65662088
5116	"ENSG00000173039.18"	"RELA"	chr11	-	65661686	65662088	65661686	65661868	65661936	65662088
5117	"ENSG00000103126.14"	"AXIN1"	chr16	-	289439	293718	289439	289607	293487	293718
5118	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112193994	112193473	112193685	112193878	112193994
5119	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112193994	112193473	112193697	112193878	112193994
5120	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112194755	112193473	112193994	112194652	112194755
5121	"ENSG00000156976.15"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051
5122	"ENSG00000160200.17"	"CBS"	chr21	-	43053190	43053983	43053190	43053647	43053861	43053983
5123	"ENSG00000165516.10"	"KLHDC2"	chr14	+	49779594	49779806	49779594	49779675	49779747	49779806
5124	"ENSG00000115421.12"	"PAPOLG"	chr2	+	60793970	60795020	60793970	60794191	60794963	60795020
5125	"ENSG00000111057.10"	"KRT18"	chr12	+	52950327	52950906	52950327	52950410	52950749	52950906
5126	"ENSG00000157978.11"	"LDLRAP1"	chr1	+	25563660	25565207	25563660	25563791	25565172	25565207
5127	"ENSG00000167552.13"	"TUBA1A"	chr12	-	49186309	49186833	49186309	49186458	49186610	49186833
5128	"ENSG00000146205.13"	"ANO7"	chr2	+	241223185	241223955	241223185	241223781	241223904	241223955
5129	"ENSG00000146205.13"	"ANO7"	chr2	+	241223185	241223781	241223185	241223276	241223661	241223781
5130	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349490	50349664	50349828
5131	"ENSG00000114388.12"	"NPRL2"	chr3	-	50347758	50348241	50347758	50347901	50348123	50348241
5132	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349494	50349664	50349828
5133	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349828	50349930	50350022
5134	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349833	50349930	50350022
5135	"ENSG00000114388.12"	"NPRL2"	chr3	-	50348684	50349010	50348684	50348782	50348873	50349010
5136	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349833	50349912	50350022
5137	"ENSG00000114388.12"	"NPRL2"	chr3	-	50348526	50348782	50348526	50348563	50348684	50348782
5138	"ENSG00000160808.9"	"MYL3"	chr3	-	46857871	46858272	46857871	46858101	46858230	46858272
5139	"ENSG00000143543.14"	"JTB"	chr1	-	153976692	153977013	153976692	153976775	153976975	153977013
5140	"ENSG00000100911.14"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24145709	24146240
5141	"ENSG00000100911.14"	"PSME2"	chr14	-	24144399	24145273	24144399	24145155	24145242	24145273
5142	"ENSG00000100911.14"	"PSME2"	chr14	-	24145709	24146240	24145709	24145752	24146207	24146240
5143	"ENSG00000100911.14"	"PSME2"	chr14	-	24144399	24145155	24144399	24144468	24145057	24145155
5144	"ENSG00000100911.14"	"PSME2"	chr14	-	24145709	24146240	24145709	24145896	24146207	24146240
5145	"ENSG00000100911.14"	"PSME2"	chr14	-	24145709	24146240	24145709	24145772	24146207	24146240
5146	"ENSG00000186281.12"	"GPAT2"	chr2	-	96024772	96025603	96024772	96024843	96025484	96025603
5147	"ENSG00000186281.12"	"GPAT2"	chr2	-	96026182	96027106	96026182	96026305	96027006	96027106
5148	"ENSG00000186281.12"	"GPAT2"	chr2	-	96027418	96028090	96027418	96027552	96027990	96028090
5149	"ENSG00000102786.14"	"INTS6"	chr13	-	51383328	51383741	51383328	51383461	51383588	51383741
5150	"ENSG00000181409.11"	"AATK"	chr17	-	81120200	81120984	81120200	81120399	81120827	81120984
5151	"ENSG00000010318.20"	"PHF7"	chr3	+	52419832	52419934	52419832	52419877	52419878	52419934
5152	"ENSG00000010318.20"	"PHF7"	chr3	+	52414495	52414587	52414495	52414508	52414509	52414587
5153	"ENSG00000010318.20"	"PHF7"	chr3	+	52421647	52422881	52421647	52421754	52422759	52422881
5154	"ENSG00000010318.20"	"PHF7"	chr3	+	52421647	52421754	52421647	52421705	52421706	52421754
5155	"ENSG00000186204.14"	"CYP4F12"	chr19	+	15696160	15696512	15696160	15696225	15696429	15696512
5156	"ENSG00000186204.14"	"CYP4F12"	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882
5157	"ENSG00000186204.14"	"CYP4F12"	chr19	+	15680243	15680519	15680243	15680297	15680391	15680519
5158	"ENSG00000105374.9"	"NKG7"	chr19	-	51371939	51372202	51371939	51372074	51372160	51372202
5159	"ENSG00000143994.13"	"ABHD1"	chr2	+	27128944	27129361	27128944	27129127	27129315	27129361
5160	"ENSG00000137802.13"	"MAPKBP1"	chr15	+	41819245	41819650	41819245	41819379	41819594	41819650
5161	"ENSG00000137802.13"	"MAPKBP1"	chr15	+	41815258	41815799	41815258	41815405	41815623	41815799
5162	"ENSG00000137802.13"	"MAPKBP1"	chr15	+	41812515	41813781	41812515	41813101	41813620	41813781
5163	"ENSG00000137802.13"	"MAPKBP1"	chr15	+	41812515	41813101	41812515	41812653	41812918	41813101
5164	"ENSG00000129460.15"	"NGDN"	chr14	+	23475170	23475642	23475170	23475308	23475557	23475642
5165	"ENSG00000129460.15"	"NGDN"	chr14	+	23475170	23476152	23475170	23475308	23476028	23476152
5166	"ENSG00000129460.15"	"NGDN"	chr14	+	23477199	23477560	23477199	23477356	23477502	23477560
5167	"ENSG00000187391.19"	"MAGI2"	chr7	-	78255942	78256581	78255942	78256158	78256247	78256581
5168	"ENSG00000146285.13"	"SCML4"	chr6	-	107744948	107746889	107744948	107745143	107746688	107746889
5169	"ENSG00000039523.18"	"FAM65A"	chr16	+	67540457	67540704	67540457	67540501	67540551	67540704
5170	"ENSG00000039523.18"	"FAM65A"	chr16	+	67545948	67546231	67545948	67546032	67546140	67546231
5171	"ENSG00000039523.18"	"FAM65A"	chr16	+	67540457	67540704	67540457	67540501	67540578	67540704
5172	"ENSG00000167566.16"	"NCKAP5L"	chr12	-	49791145	49792588	49791145	49792051	49792445	49792588
5173	"ENSG00000133246.11"	"PRAM1"	chr19	-	8490055	8490372	8490055	8490226	8490337	8490372
5174	"ENSG00000261067.6"	"RP11-264B17.3"	chr16	+	28986381	28986446	28986381	28986399	28986429	28986446
5175	"ENSG00000159788.18"	"RGS12"	chr4	+	3414071	3414844	3414071	3414241	3414751	3414844
5176	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677875	85677953	85678032
5177	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677899	85677953	85678032
5178	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677868	85677953	85678032
5179	"ENSG00000203875.10"	"SNHG5"	chr6	-	85678135	85678736	85678135	85678188	85678693	85678736
5180	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77213917	77216802	77213917	77214019	77216548	77216802
5181	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77088748	77089271	77088748	77088985	77089152	77089271
5182	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77088748	77089271	77088748	77088949	77089152	77089271
5183	"ENSG00000247774.6"	"PCED1B-AS1"	chr12	-	47216164	47216434	47216164	47216264	47216383	47216434
5184	"ENSG00000115523.16"	"GNLY"	chr2	+	85694752	85695423	85694752	85694996	85695319	85695423
5185	"ENSG00000115523.16"	"GNLY"	chr2	+	85694752	85695423	85694752	85694923	85695319	85695423
5186	"ENSG00000135363.11"	"LMO2"	chr11	-	33869345	33869987	33869345	33869586	33869709	33869987
5187	"ENSG00000177380.13"	"PPFIA3"	chr19	+	49150079	49151021	49150079	49150151	49150235	49151021
5188	"ENSG00000105483.16"	"CARD8"	chr19	-	48232452	48234543	48232452	48232789	48234402	48234543
5189	"ENSG00000105483.16"	"CARD8"	chr19	-	48232452	48234543	48232452	48232493	48234402	48234543
5190	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490231	49490297
5191	"ENSG00000142541.16"	"RPL13A"	chr19	+	49491039	49491547	49491039	49491099	49491424	49491547
5192	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49491547	49489849	49491266	49491424	49491547
5193	"ENSG00000142541.16"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49490474	49490576
5194	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490231	49490297
5195	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490126	49490297
5196	"ENSG00000142541.16"	"RPL13A"	chr19	+	49489849	49490297	49489849	49490090	49490231	49490297
5197	"ENSG00000142541.16"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099
5198	"ENSG00000106258.13"	"CYP3A5"	chr7	-	99662815	99664095	99662815	99662882	99663967	99664095
5199	"ENSG00000106258.13"	"CYP3A5"	chr7	-	99672579	99672915	99672579	99672679	99672783	99672915
5200	"ENSG00000106258.13"	"CYP3A5"	chr7	-	99676114	99676576	99676114	99676208	99676316	99676576
5201	"ENSG00000106258.13"	"CYP3A5"	chr7	-	99672579	99672915	99672579	99672698	99672783	99672915
5202	"ENSG00000172551.10"	"MUCL1"	chr12	+	54856769	54856892	54856769	54856808	54856838	54856892
5203	"ENSG00000013573.16"	"DDX11"	chr12	+	31103576	31104791	31103576	31103731	31103806	31104791
5204	"ENSG00000013573.16"	"DDX11"	chr12	+	31089043	31090094	31089043	31089151	31089885	31090094
5205	"ENSG00000013573.16"	"DDX11"	chr12	+	31089043	31090094	31089043	31089151	31089402	31090094
5206	"ENSG00000013573.16"	"DDX11"	chr12	+	31089402	31090094	31089402	31089490	31089839	31090094
5207	"ENSG00000013573.16"	"DDX11"	chr12	+	31089402	31090094	31089402	31089490	31089885	31090094
5208	"ENSG00000013573.16"	"DDX11"	chr12	+	31089402	31090094	31089402	31089490	31089890	31090094
5209	"ENSG00000211896.7"	"IGHG1"	chr14	-	105741892	105742222	105741892	105741959	105742064	105742222
5210	"ENSG00000182484.15"	"WASH6P"	chrX	+	156021998	156022459	156021998	156022145	156022313	156022459
5211	"ENSG00000182484.15"	"WASH6P"	chrX	+	156022313	156022834	156022313	156022459	156022698	156022834
5212	"ENSG00000182484.15"	"WASH6P"	chrX	+	156022322	156022834	156022322	156022539	156022698	156022834
5213	"ENSG00000182484.15"	"WASH6P"	chrX	+	156021998	156022459	156021998	156022145	156022322	156022459
5214	"ENSG00000187796.13"	"CARD9"	chr9	-	136364482	136366845	136364482	136365217	136366799	136366845
5215	"ENSG00000187796.13"	"CARD9"	chr9	-	136367215	136367976	136367215	136367257	136367636	136367976
5216	"ENSG00000187796.13"	"CARD9"	chr9	-	136364482	136365217	136364482	136364559	136365140	136365217
5217	"ENSG00000100416.12"	"TRMU"	chr22	+	46355443	46357337	46355443	46355588	46356841	46357337
5218	"ENSG00000133056.13"	"PIK3C2B"	chr1	-	204445955	204446144	204445955	204446002	204446086	204446144
5219	"ENSG00000006607.13"	"FARP2"	chr2	+	241494007	241494840	241494007	241494141	241494476	241494840
5220	"ENSG00000170291.14"	"ELP5"	chr17	+	7258587	7259940	7258587	7258683	7259570	7259940
5221	"ENSG00000278558.4"	"TMEM191B"	chr22	+	18529935	18530196	18529935	18530008	18530155	18530196
5222	"ENSG00000278558.4"	"TMEM191B"	chr22	+	18529605	18530008	18529605	18529724	18529935	18530008
5223	"ENSG00000099999.14"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780
5224	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7763392	7763476	7763392	7763410	7763434	7763476
5225	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765637	7766807	7765637	7765931	7766655	7766807
5226	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765637	7766207	7765637	7765822	7765891	7766207
5227	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765637	7766807	7765637	7766207	7766655	7766807
5228	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765616	7766807	7765616	7765862	7766655	7766807
5229	"ENSG00000104938.16"	"CLEC4M"	chr19	+	7765616	7766807	7765616	7766069	7766655	7766807
5230	"ENSG00000167861.15"	"HID1"	chr17	-	74958326	74958763	74958326	74958478	74958672	74958763
5231	"ENSG00000123636.17"	"BAZ2B"	chr2	-	159404848	159404910	159404848	159404901	159404902	159404910
5232	"ENSG00000196440.11"	"ARMCX4"	chrX	+	101531643	101533459	101531643	101532012	101533083	101533459
5233	"ENSG00000274209.4"	"ANTXRL"	chr10	+	46286997	46287510	46286997	46287041	46287339	46287510
5234	"ENSG00000114859.15"	"CLCN2"	chr3	-	184354903	184355529	184354903	184354973	184355373	184355529
5235	"ENSG00000114859.15"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184356992	184357094
5236	"ENSG00000114859.15"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355844	184356992	184357094
5237	"ENSG00000114859.15"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184357036	184357094
