ENSG_ver	ENSG_no_ver	GeneSymbol	chr
31834	ENSG00000234789.1	ENSG00000234789	AL590369.1	chr9
31835	ENSG00000088179.8	ENSG00000088179	PTPN4	chr2
31836	ENSG00000263033.2	ENSG00000263033	AC007220.1	chr16
31837	ENSG00000225531.1	ENSG00000225531	AL807761.2	chr9
31838	ENSG00000255624.2	ENSG00000255624	AC073585.1	chr10
31839	ENSG00000196507.10	ENSG00000196507	TCEAL3	chrX
31840	ENSG00000205955.4	ENSG00000205955	HSP90AA5P	chr3
31841	ENSG00000242457.1	ENSG00000242457	RBBP4P2	chr3
31842	ENSG00000132517.14	ENSG00000132517	SLC52A1	chr17
31843	ENSG00000267783.1	ENSG00000267783	AC022098.3	chr19
31844	ENSG00000160055.19	ENSG00000160055	TMEM234	chr1
31845	ENSG00000213376.4	ENSG00000213376	GAPDHP71	chr5
31846	ENSG00000259326.1	ENSG00000259326	AC116158.1	chr15
31847	ENSG00000229873.1	ENSG00000229873	OGFR-AS1	chr20
31848	ENSG00000227176.1	ENSG00000227176	AC092641.1	chr2
31849	ENSG00000230649.2	ENSG00000230649	AC024084.1	chr7
31850	ENSG00000125531.6	ENSG00000125531	FNDC11	chr20
31851	ENSG00000273344.1	ENSG00000273344	PAXIP1-AS1	chr7
31852	ENSG00000127329.15	ENSG00000127329	PTPRB	chr12
31853	ENSG00000260112.1	ENSG00000260112	AC008567.1	chr19
31854	ENSG00000164953.15	ENSG00000164953	TMEM67	chr8
31855	ENSG00000101955.14	ENSG00000101955	SRPX	chrX
31856	ENSG00000263847.1	ENSG00000263847	AP005899.1	chr18
31857	ENSG00000253274.1	ENSG00000253274	IGHV1-67	chr14
31858	ENSG00000269487.1	ENSG00000269487	AC008635.1	chr19
31859	ENSG00000271427.1	ENSG00000271427	AL358072.1	chr1
31860	ENSG00000267895.1	ENSG00000267895	AC063977.1	chr19
31861	ENSG00000201616.1	ENSG00000201616	RNU1-91P	chr11
31862	ENSG00000227218.7	ENSG00000227218	AL157935.1	chr9
31863	ENSG00000175387.15	ENSG00000175387	SMAD2	chr18
31864	ENSG00000146676.8	ENSG00000146676	PURB	chr7
31865	ENSG00000232412.1	ENSG00000232412	AL121601.1	chrX
31866	ENSG00000105173.13	ENSG00000105173	CCNE1	chr19
31867	ENSG00000114547.9	ENSG00000114547	ROPN1B	chr3
31868	ENSG00000255120.5	ENSG00000255120	OVOL1-AS1	chr11
31869	ENSG00000174912.7	ENSG00000174912	METTL15P1	chr3
31870	ENSG00000120471.15	ENSG00000120471	TP53AIP1	chr11
31871	ENSG00000256340.8	ENSG00000256340	ABCC6P1	chr16
31872	ENSG00000251409.1	ENSG00000251409	AC008592.4	chr5
31873	ENSG00000258537.5	ENSG00000258537	FRMD6-AS2	chr14
31874	ENSG00000179935.9	ENSG00000179935	LINC00652	chr20
31875	ENSG00000229415.9	ENSG00000229415	SFTA3	chr14
31876	ENSG00000008405.11	ENSG00000008405	CRY1	chr12
31877	ENSG00000278266.1	ENSG00000278266	AC079949.2	chr12
31878	ENSG00000239801.1	ENSG00000239801	DENND6A-AS1	chr3
31879	ENSG00000240823.3	ENSG00000240823	RN7SL23P	chr11
31880	ENSG00000139151.14	ENSG00000139151	PLCZ1	chr12
31881	ENSG00000114115.9	ENSG00000114115	RBP1	chr3
31882	ENSG00000255860.3	ENSG00000255860	AP000812.2	chr11
31883	ENSG00000258044.1	ENSG00000258044	AC073569.1	chr12
31884	ENSG00000258753.1	ENSG00000258753	AL359792.1	chr14
31885	ENSG00000279993.1	ENSG00000279993	AC078925.3	chr12
31886	ENSG00000244510.2	ENSG00000244510	AC008267.6	chr7
31887	ENSG00000198836.8	ENSG00000198836	OPA1	chr3
31888	ENSG00000180525.11	ENSG00000180525	PRR26	chr10
31889	ENSG00000261765.1	ENSG00000261765	AC009127.1	chr16
31890	ENSG00000279423.1	ENSG00000279423	AL445363.3	chr14
31891	ENSG00000171202.6	ENSG00000171202	TMEM126A	chr11
31892	ENSG00000278987.1	ENSG00000278987	AL031009.1	chr16
31893	ENSG00000272056.1	ENSG00000272056	AC013472.3	chr2
31894	ENSG00000091622.15	ENSG00000091622	PITPNM3	chr17
31895	ENSG00000272267.2	ENSG00000272267	AC021242.3	chr8
31896	ENSG00000273355.1	ENSG00000273355	AP000894.4	chr18
31897	ENSG00000280165.1	ENSG00000280165	PCDH20	chr13
31898	ENSG00000274341.1	ENSG00000274341	AC005899.6	chr17
31899	ENSG00000269050.1	ENSG00000269050	AC011455.1	chr19
31900	ENSG00000268707.1	ENSG00000268707	AL158151.4	chr9
31901	ENSG00000260005.6	ENSG00000260005	AC027601.1	chr17
31902	ENSG00000220920.1	ENSG00000220920	AL023807.1	chr6
31903	ENSG00000237950.1	ENSG00000237950	AL357079.1	chr1
31904	ENSG00000276454.1	ENSG00000276454	AC008083.3	chr12
31905	ENSG00000272540.1	ENSG00000272540	AL662797.1	chr6
31906	ENSG00000213213.13	ENSG00000213213	CCDC183	chr9
31907	ENSG00000064652.10	ENSG00000064652	SNX24	chr5
31908	ENSG00000166510.13	ENSG00000166510	CCDC68	chr18
31909	ENSG00000137486.16	ENSG00000137486	ARRB1	chr11
31910	ENSG00000166923.10	ENSG00000166923	GREM1	chr15
31911	ENSG00000275236.1	ENSG00000275236	AC009120.5	chr16
31912	ENSG00000271321.1	ENSG00000271321	CTAGE6	chr7
31913	ENSG00000229324.1	ENSG00000229324	NUTF2P7	chrX
31914	ENSG00000145920.14	ENSG00000145920	CPLX2	chr5
31915	ENSG00000099814.15	ENSG00000099814	CEP170B	chr14
31916	ENSG00000272832.1	ENSG00000272832	AC022296.3	chr3
31917	ENSG00000154380.17	ENSG00000154380	ENAH	chr1
31918	ENSG00000147488.11	ENSG00000147488	ST18	chr8
31919	ENSG00000239257.1	ENSG00000239257	RPL23AP1	chr6
31920	ENSG00000207493.1	ENSG00000207493	SNORA46	chr16
31921	ENSG00000175773.12	ENSG00000175773	AP002986.1	chr11
31922	ENSG00000271119.1	ENSG00000271119	AC026412.3	chr5
31923	ENSG00000188629.11	ENSG00000188629	ZNF177	chr19
31924	ENSG00000105808.17	ENSG00000105808	RASA4	chr7
31925	ENSG00000173418.11	ENSG00000173418	NAA20	chr20
31926	ENSG00000162620.15	ENSG00000162620	LRRIQ3	chr1
31927	ENSG00000196371.3	ENSG00000196371	FUT4	chr11
31928	ENSG00000200013.1	ENSG00000200013	RNU6-623P	chr17
31929	ENSG00000241860.6	ENSG00000241860	AL627309.5	chr1
31930	ENSG00000221972.3	ENSG00000221972	NA	NA
31931	ENSG00000284024.1	ENSG00000284024	HSPA14	chr10
31932	ENSG00000271265.1	ENSG00000271265	AL355297.3	chr6
31933	ENSG00000154319.14	ENSG00000154319	FAM167A	chr8
31934	ENSG00000214259.3	ENSG00000214259	AC018695.1	chr16
31935	ENSG00000258777.1	ENSG00000258777	HIF1A-AS1	chr14
31936	ENSG00000136770.10	ENSG00000136770	DNAJC1	chr10
31937	ENSG00000175766.11	ENSG00000175766	EIF4E1B	chr5
31938	ENSG00000078098.13	ENSG00000078098	FAP	chr2
31939	ENSG00000074800.13	ENSG00000074800	ENO1	chr1
31940	ENSG00000228127.2	ENSG00000228127	LINC01649	chr1
31941	ENSG00000234750.1	ENSG00000234750	AC012618.2	chr19
31942	ENSG00000136695.14	ENSG00000136695	IL36RN	chr2
31943	ENSG00000279172.1	ENSG00000279172	AC020904.3	chr19
31944	ENSG00000279202.1	ENSG00000279202	AC130448.1	chr16
31945	ENSG00000134775.15	ENSG00000134775	FHOD3	chr18
31946	ENSG00000278449.1	ENSG00000278449	MIR6892	chr7
31947	ENSG00000235552.4	ENSG00000235552	RPL6P27	chr18
31948	ENSG00000256448.5	ENSG00000256448	AP000763.3	chr11
31949	ENSG00000272070.1	ENSG00000272070	AC005618.1	chr5
31950	ENSG00000148356.13	ENSG00000148356	LRSAM1	chr9
31951	ENSG00000279192.1	ENSG00000279192	PWAR5	chr15
31952	ENSG00000130762.14	ENSG00000130762	ARHGEF16	chr1
31953	ENSG00000239650.4	ENSG00000239650	GUSBP4	chr6
31954	ENSG00000189283.9	ENSG00000189283	FHIT	chr3
31955	ENSG00000200090.1	ENSG00000200090	RF00019	chr11
31956	ENSG00000174292.12	ENSG00000174292	TNK1	chr17
31957	ENSG00000111142.13	ENSG00000111142	METAP2	chr12
31958	ENSG00000117983.17	ENSG00000117983	MUC5B	chr11
31959	ENSG00000176387.6	ENSG00000176387	HSD11B2	chr16
31960	ENSG00000128482.15	ENSG00000128482	RNF112	chr17
31961	ENSG00000214321.3	ENSG00000214321	CBX1P4	chrX
31962	ENSG00000170890.13	ENSG00000170890	PLA2G1B	chr12
31963	ENSG00000069011.15	ENSG00000069011	PITX1	chr5
31964	ENSG00000225549.3	ENSG00000225549	SELENOKP3	chr6
31965	ENSG00000211623.2	ENSG00000211623	IGKV2D-26	chr2
31966	ENSG00000223886.3	ENSG00000223886	AC073073.1	chr7
31967	ENSG00000231584.8	ENSG00000231584	FAHD2CP	chr2
31968	ENSG00000234572.1	ENSG00000234572	LINC01800	chr2
31969	ENSG00000275339.1	ENSG00000275339	Z99129.1	chr6
31970	ENSG00000171823.6	ENSG00000171823	FBXL14	chr12
31971	ENSG00000087085.13	ENSG00000087085	ACHE	chr7
31972	ENSG00000213533.11	ENSG00000213533	STIMATE	chr3
31973	ENSG00000101327.8	ENSG00000101327	PDYN	chr20
31974	ENSG00000203286.5	ENSG00000203286	RF00017	chr9
31975	ENSG00000261308.2	ENSG00000261308	FIGNL2	chr12
31976	ENSG00000174939.10	ENSG00000174939	ASPHD1	chr16
31977	ENSG00000253981.5	ENSG00000253981	ALG1L13P	chr8
31978	ENSG00000283355.1	ENSG00000283355	AC074194.2	chr4
31979	ENSG00000240005.5	ENSG00000240005	STIM2-AS1	chr4
31980	ENSG00000273828.1	ENSG00000273828	AL133227.1	chr20
31981	ENSG00000182492.15	ENSG00000182492	BGN	chrX
31982	ENSG00000228506.1	ENSG00000228506	AL513550.1	chr6
31983	ENSG00000234210.1	ENSG00000234210	AC006372.3	chr7
31984	ENSG00000279010.3	ENSG00000279010	NA	NA
31985	ENSG00000227714.1	ENSG00000227714	MTND6P18	chr13
31986	ENSG00000225450.1	ENSG00000225450	AL021707.1	chr22
31987	ENSG00000205790.1	ENSG00000205790	DPP9-AS1	chr19
31988	ENSG00000255838.1	ENSG00000255838	AC069262.1	chr12
31989	ENSG00000236305.1	ENSG00000236305	SLC12A9-AS1	chr7
31990	ENSG00000280046.1	ENSG00000280046	AC104581.4	chr17
31991	ENSG00000110900.14	ENSG00000110900	TSPAN11	chr12
31992	ENSG00000165204.3	ENSG00000165204	OR1K1	chr9
31993	ENSG00000259407.1	ENSG00000259407	AC021739.2	chr15
31994	ENSG00000152223.12	ENSG00000152223	EPG5	chr18
31995	ENSG00000274421.1	ENSG00000274421	AL162390.1	chr9
31996	ENSG00000260808.1	ENSG00000260808	AP003096.1	chr11
31997	ENSG00000270225.1	ENSG00000270225	MTCO2P22	chr5
31998	ENSG00000197588.9	ENSG00000197588	KLKP1	chr19
31999	ENSG00000248375.1	ENSG00000248375	AC104066.1	chr4
32000	ENSG00000161040.16	ENSG00000161040	FBXL13	chr7
32001	ENSG00000255449.1	ENSG00000255449	AP002812.5	chr11
32002	ENSG00000225796.2	ENSG00000225796	MTND4P23	chr2
32003	ENSG00000076770.14	ENSG00000076770	MBNL3	chrX
32004	ENSG00000260317.1	ENSG00000260317	AC009812.4	chr8
32005	ENSG00000157119.11	ENSG00000157119	KLHL40	chr3
32006	ENSG00000164176.12	ENSG00000164176	EDIL3	chr5
32007	ENSG00000267084.1	ENSG00000267084	AC015802.2	chr17
32008	ENSG00000170482.16	ENSG00000170482	SLC23A1	chr5
32009	ENSG00000270133.1	ENSG00000270133	AC025766.1	chr5
32010	ENSG00000273313.1	ENSG00000273313	RBAKDN	chr7
32011	ENSG00000152292.16	ENSG00000152292	SH2D6	chr2
32012	ENSG00000233859.2	ENSG00000233859	ADH5P4	chr6
32013	ENSG00000258546.1	ENSG00000258546	CENPUP2	chr12
32014	ENSG00000130305.16	ENSG00000130305	NSUN5	chr7
32015	ENSG00000133065.10	ENSG00000133065	SLC41A1	chr1
32016	ENSG00000236993.2	ENSG00000236993	GAPDHP21	chr10
32017	ENSG00000177182.10	ENSG00000177182	CLVS1	chr8
32018	ENSG00000183579.15	ENSG00000183579	ZNRF3	chr22
32019	ENSG00000258752.1	ENSG00000258752	AL357093.2	chr14
32020	ENSG00000204614.8	ENSG00000204614	TRIM40	chr6
32021	ENSG00000104953.19	ENSG00000104953	TLE6	chr19
32022	ENSG00000279532.1	ENSG00000279532	AC002094.5	chr17
32023	ENSG00000144040.12	ENSG00000144040	SFXN5	chr2
32024	ENSG00000128710.5	ENSG00000128710	HOXD10	chr2
32025	ENSG00000213272.5	ENSG00000213272	RPL7AP9	chr12
32026	ENSG00000264350.1	ENSG00000264350	SNRPGP2	chr18
32027	ENSG00000130711.3	ENSG00000130711	PRDM12	chr9
32028	ENSG00000249092.1	ENSG00000249092	PPIAP77	chr5
32029	ENSG00000107719.8	ENSG00000107719	PALD1	chr10
32030	ENSG00000254177.1	ENSG00000254177	AC079209.2	chr8
32031	ENSG00000138669.9	ENSG00000138669	PRKG2	chr4
32032	ENSG00000062038.13	ENSG00000062038	CDH3	chr16
32033	ENSG00000200737.1	ENSG00000200737	RF00019	chr10
32034	ENSG00000181097.5	ENSG00000181097	AC105219.1	chr8
32035	ENSG00000234264.1	ENSG00000234264	DEPDC1-AS1	chr1
32036	ENSG00000166592.11	ENSG00000166592	RRAD	chr16
32037	ENSG00000236861.6	ENSG00000236861	AC006378.1	chr7
32038	ENSG00000278621.1	ENSG00000278621	AC037198.2	chr15
32039	ENSG00000279275.1	ENSG00000279275	AP002505.2	chr18
32040	ENSG00000264701.1	ENSG00000264701	AC018521.4	chr17
32041	ENSG00000113522.13	ENSG00000113522	RAD50	chr5
32042	ENSG00000214612.3	ENSG00000214612	RPS19P1	chr20
32043	ENSG00000237975.6	ENSG00000237975	FLG-AS1	chr1
32044	ENSG00000278473.1	ENSG00000278473	IGHV3-41	chr14
32045	ENSG00000230715.3	ENSG00000230715	AC018638.2	chr7
32046	ENSG00000203441.2	ENSG00000203441	LINC00449	chr13
32047	ENSG00000261798.1	ENSG00000261798	AL033527.3	chr1
32048	ENSG00000041515.15	ENSG00000041515	MYO16	chr13
32049	ENSG00000162722.8	ENSG00000162722	TRIM58	chr1
32050	ENSG00000276814.1	ENSG00000276814	AC004801.6	chr12
32051	ENSG00000273389.1	ENSG00000273389	NA	NA
32052	ENSG00000225213.2	ENSG00000225213	AC073367.1	chr10
32053	ENSG00000172640.3	ENSG00000172640	OR10AD1	chr12
32054	ENSG00000258457.5	ENSG00000258457	AL132780.2	chr14
32055	ENSG00000102683.7	ENSG00000102683	SGCG	chr13
32056	ENSG00000181826.9	ENSG00000181826	RELL1	chr4
32057	ENSG00000253439.1	ENSG00000253439	CDC42P5	chr5
32058	ENSG00000110400.10	ENSG00000110400	NECTIN1	chr11
32059	ENSG00000280247.1	ENSG00000280247	AC005578.1	chr19
32060	ENSG00000153162.8	ENSG00000153162	BMP6	chr6
32061	ENSG00000271976.1	ENSG00000271976	AC012467.2	chr3
32062	ENSG00000084453.16	ENSG00000084453	SLCO1A2	chr12
32063	ENSG00000237637.1	ENSG00000237637	FRY-AS1	chr13
32064	ENSG00000260918.1	ENSG00000260918	AC107398.3	chr4
32065	ENSG00000255354.1	ENSG00000255354	NA	NA
32066	ENSG00000253521.1	ENSG00000253521	HPYR1	chr8
32067	ENSG00000255267.3	ENSG00000255267	AC018716.2	chr11
32068	ENSG00000225914.1	ENSG00000225914	TSBP1-AS1	chr6
32069	ENSG00000233430.3	ENSG00000233430	AC239798.1	chr1
32070	ENSG00000259315.1	ENSG00000259315	ACTG1P17	chr15
32071	ENSG00000239392.2	ENSG00000239392	AL354989.2	chr9
32072	ENSG00000141668.9	ENSG00000141668	CBLN2	chr18
32073	ENSG00000232721.2	ENSG00000232721	AC239800.2	chr1
32074	ENSG00000203785.8	ENSG00000203785	SPRR2E	chr1
32075	ENSG00000165269.12	ENSG00000165269	AQP7	chr9
32076	ENSG00000153904.18	ENSG00000153904	DDAH1	chr1
32077	ENSG00000188910.7	ENSG00000188910	GJB3	chr1
32078	ENSG00000197978.9	ENSG00000197978	GOLGA6L9	chr15
32079	ENSG00000124615.17	ENSG00000124615	MOCS1	chr6
32080	ENSG00000203778.7	ENSG00000203778	FAM229B	chr6
32081	ENSG00000274367.1	ENSG00000274367	AC004233.4	chr16
32082	ENSG00000100982.11	ENSG00000100982	PCIF1	chr20
32083	ENSG00000249751.3	ENSG00000249751	ECSCR	chr5
32084	ENSG00000177025.3	ENSG00000177025	C19orf18	chr19
32085	ENSG00000258960.1	ENSG00000258960	AL391261.3	chr14
32086	ENSG00000249846.6	ENSG00000249846	LINC02021	chr3
32087	ENSG00000278899.1	ENSG00000278899	AL358852.1	chr6
32088	ENSG00000267316.5	ENSG00000267316	AC090409.2	chr18
32089	ENSG00000228022.5	ENSG00000228022	HCG20	chr6
32090	ENSG00000102145.13	ENSG00000102145	GATA1	chrX
32091	ENSG00000226476.3	ENSG00000226476	LINC01748	chr1
32092	ENSG00000271392.1	ENSG00000271392	AC006237.1	chr17
32093	ENSG00000279891.1	ENSG00000279891	AC022498.2	chr3
32094	ENSG00000165449.11	ENSG00000165449	SLC16A9	chr10
32095	ENSG00000268401.1	ENSG00000268401	AC007785.3	chr19
32096	ENSG00000183022.5	ENSG00000183022	TPM3P8	chr2
32097	ENSG00000275484.1	ENSG00000275484	AP003419.3	chr11
32098	ENSG00000167419.10	ENSG00000167419	LPO	chr17
32099	ENSG00000167515.10	ENSG00000167515	TRAPPC2L	chr16
32100	ENSG00000203397.2	ENSG00000203397	AL139400.1	chrX
32101	ENSG00000213526.3	ENSG00000213526	SETP8	chrX
32102	ENSG00000254019.1	ENSG00000254019	AC011676.2	chr8
32103	ENSG00000243431.1	ENSG00000243431	RPL5P30	chr11
32104	ENSG00000126432.13	ENSG00000126432	PRDX5	chr11
32105	ENSG00000198353.7	ENSG00000198353	HOXC4	chr12
32106	ENSG00000203797.9	ENSG00000203797	DDO	chr6
32107	ENSG00000254718.6	ENSG00000254718	AL157756.1	chr14
32108	ENSG00000265688.1	ENSG00000265688	MAFG-DT	chr17
32109	ENSG00000200779.1	ENSG00000200779	RNU6-105P	chr2
32110	ENSG00000182533.6	ENSG00000182533	CAV3	chr3
32111	ENSG00000142677.3	ENSG00000142677	IL22RA1	chr1
32112	ENSG00000166839.16	ENSG00000166839	ANKDD1A	chr15
32113	ENSG00000257509.1	ENSG00000257509	AC073487.1	chr12
32114	ENSG00000264553.1	ENSG00000264553	MIR4257	chr1
32115	ENSG00000137558.7	ENSG00000137558	PI15	chr8
32116	ENSG00000224420.3	ENSG00000224420	ADM5	chr19
32117	ENSG00000233175.2	ENSG00000233175	AC008105.1	chr17
32118	ENSG00000100336.17	ENSG00000100336	APOL4	chr22
32119	ENSG00000182107.6	ENSG00000182107	TMEM30B	chr14
32120	ENSG00000235904.2	ENSG00000235904	RBMS3-AS3	chr3
32121	ENSG00000279255.1	ENSG00000279255	Z97653.2	chr16
32122	ENSG00000145495.15	ENSG00000145495	MARCH6	chr5
32123	ENSG00000273402.1	ENSG00000273402	AC004908.3	chr8
32124	ENSG00000133460.19	ENSG00000133460	SLC2A11	chr22
32125	ENSG00000270951.1	ENSG00000270951	AL121917.2	chr20
32126	ENSG00000215093.3	ENSG00000215093	EEF1A1P29	chrX
32127	ENSG00000254838.5	ENSG00000254838	GVINP1	chr11
32128	ENSG00000258473.1	ENSG00000258473	AC007686.2	chr14
32129	ENSG00000222043.2	ENSG00000222043	AC079305.1	chr2
32130	ENSG00000113248.5	ENSG00000113248	PCDHB15	chr5
32131	ENSG00000277290.1	ENSG00000277290	AC136475.10	chr11
32132	ENSG00000153446.15	ENSG00000153446	C16orf89	chr16
32133	ENSG00000268189.2	ENSG00000268189	AC005785.1	chr19
32134	ENSG00000259022.2	ENSG00000259022	DNAJC8P1	chr14
32135	ENSG00000177294.6	ENSG00000177294	FBXO39	chr17
32136	ENSG00000184497.12	ENSG00000184497	TMEM255B	chr13
32137	ENSG00000217648.1	ENSG00000217648	AL136116.3	chr6
32138	ENSG00000111012.9	ENSG00000111012	CYP27B1	chr12
32139	ENSG00000153956.15	ENSG00000153956	CACNA2D1	chr7
32140	ENSG00000111816.7	ENSG00000111816	FRK	chr6
32141	ENSG00000118523.5	ENSG00000118523	CCN2	chr6
32142	ENSG00000282793.1	ENSG00000282793	AC090164.4	chr15
32143	ENSG00000086967.9	ENSG00000086967	MYBPC2	chr19
32144	ENSG00000279041.1	ENSG00000279041	AC102945.2	chr8
32145	ENSG00000279491.1	ENSG00000279491	AP003733.4	chr11
32146	ENSG00000180745.4	ENSG00000180745	CLRN3	chr10
32147	ENSG00000185551.14	ENSG00000185551	NR2F2	chr15
32148	ENSG00000261775.1	ENSG00000261775	AC012435.2	chr15
32149	ENSG00000278896.1	ENSG00000278896	AC025031.5	chr12
32150	ENSG00000128346.10	ENSG00000128346	C22orf23	chr22
32151	ENSG00000111863.12	ENSG00000111863	ADTRP	chr6
32152	ENSG00000216316.1	ENSG00000216316	AL022722.1	chr6
32153	ENSG00000227383.1	ENSG00000227383	AL353662.1	chr9
32154	ENSG00000204172.12	ENSG00000204172	AGAP9	chr10
32155	ENSG00000120549.17	ENSG00000120549	KIAA1217	chr10
32156	ENSG00000241278.1	ENSG00000241278	ENPP7P4	chr3
32157	ENSG00000273483.1	ENSG00000273483	AL354760.1	chr1
32158	ENSG00000254907.1	ENSG00000254907	AC087276.2	chr11
32159	ENSG00000272572.1	ENSG00000272572	AL138762.1	chr10
32160	ENSG00000282757.3	ENSG00000282757	DUXB	chr16
32161	ENSG00000184523.3	ENSG00000184523	PTGER4P2	chr9
32162	ENSG00000142279.12	ENSG00000142279	WTIP	chr19
32163	ENSG00000122870.11	ENSG00000122870	BICC1	chr10
32164	ENSG00000188056.11	ENSG00000188056	TREML4	chr6
32165	ENSG00000185052.11	ENSG00000185052	SLC24A3	chr20
32166	ENSG00000231393.1	ENSG00000231393	AL357874.2	chr9
32167	ENSG00000131504.15	ENSG00000131504	DIAPH1	chr5
32168	ENSG00000257108.1	ENSG00000257108	NHLRC4	chr16
32169	ENSG00000124721.17	ENSG00000124721	DNAH8	chr6
32170	ENSG00000225439.2	ENSG00000225439	BOLA3-AS1	chr2
32171	ENSG00000068885.14	ENSG00000068885	IFT80	chr3
32172	ENSG00000222017.1	ENSG00000222017	AC011997.1	chr2
32173	ENSG00000273724.1	ENSG00000273724	AC106782.5	chr16
32174	ENSG00000229127.1	ENSG00000229127	AC007038.1	chr2
32175	ENSG00000131127.13	ENSG00000131127	ZNF141	chr4
32176	ENSG00000181626.11	ENSG00000181626	ANKRD62	chr18
32177	ENSG00000253731.2	ENSG00000253731	PCDHGA6	chr5
32178	ENSG00000175106.16	ENSG00000175106	TVP23C	chr17
32179	ENSG00000196141.13	ENSG00000196141	SPATS2L	chr2
32180	ENSG00000178460.17	ENSG00000178460	MCMDC2	chr8
32181	ENSG00000172023.7	ENSG00000172023	REG1B	chr2
32182	ENSG00000227006.1	ENSG00000227006	AL136988.2	chr1
32183	ENSG00000197888.2	ENSG00000197888	UGT2B17	chr4
32184	ENSG00000161920.9	ENSG00000161920	MED11	chr17
32185	ENSG00000142224.15	ENSG00000142224	IL19	chr1
32186	ENSG00000270708.1	ENSG00000270708	KF455155.1	chr1
32187	ENSG00000145040.3	ENSG00000145040	UCN2	chr3
32188	ENSG00000266601.1	ENSG00000266601	AC018521.6	chr17
32189	ENSG00000259767.1	ENSG00000259767	AC022558.1	chr15
32190	ENSG00000232233.1	ENSG00000232233	LINC02043	chr3
32191	ENSG00000145287.10	ENSG00000145287	PLAC8	chr4
32192	ENSG00000133328.3	ENSG00000133328	HRASLS2	chr11
32193	ENSG00000113492.13	ENSG00000113492	AGXT2	chr5
32194	ENSG00000175746.6	ENSG00000175746	C15orf54	chr15
32195	ENSG00000177283.7	ENSG00000177283	FZD8	chr10
32196	ENSG00000261183.5	ENSG00000261183	SPINT1-AS1	chr15
32197	ENSG00000234152.1	ENSG00000234152	ELOBP1	chr13
32198	ENSG00000171587.14	ENSG00000171587	DSCAM	chr21
32199	ENSG00000232671.5	ENSG00000232671	ZNF687-AS1	chr1
32200	ENSG00000163507.13	ENSG00000163507	CIP2A	chr3
32201	ENSG00000260806.1	ENSG00000260806	AL163051.1	chr14
32202	ENSG00000114771.13	ENSG00000114771	AADAC	chr3
32203	ENSG00000241838.3	ENSG00000241838	AP000529.1	chr22
32204	ENSG00000187726.8	ENSG00000187726	DNAJB13	chr11
32205	ENSG00000112936.18	ENSG00000112936	C7	chr5
32206	ENSG00000264188.1	ENSG00000264188	AC106037.1	chr18
32207	ENSG00000169155.9	ENSG00000169155	ZBTB43	chr9
32208	ENSG00000254893.5	ENSG00000254893	AC113404.3	chr5
32209	ENSG00000143126.7	ENSG00000143126	CELSR2	chr1
32210	ENSG00000112941.13	ENSG00000112941	TENT4A	chr5
32211	ENSG00000260167.1	ENSG00000260167	AC093249.2	chr16
32212	ENSG00000279314.1	ENSG00000279314	AC002525.1	chr13
32213	ENSG00000157429.15	ENSG00000157429	ZNF19	chr16
32214	ENSG00000146828.17	ENSG00000146828	SLC12A9	chr7
32215	ENSG00000224116.6	ENSG00000224116	INHBA-AS1	chr7
32216	ENSG00000101842.13	ENSG00000101842	VSIG1	chrX
32217	ENSG00000239503.1	ENSG00000239503	MARK2P8	chr3
32218	ENSG00000171564.11	ENSG00000171564	FGB	chr4
32219	ENSG00000214290.8	ENSG00000214290	COLCA2	chr11
32220	ENSG00000196946.10	ENSG00000196946	ZNF705A	chr12
32221	ENSG00000121274.12	ENSG00000121274	TENT4B	chr16
32222	ENSG00000224091.1	ENSG00000224091	AC104389.1	chr11
32223	ENSG00000226648.1	ENSG00000226648	PLCG1-AS1	chr20
32224	ENSG00000266955.1	ENSG00000266955	AP001269.1	chr18
32225	ENSG00000278075.1	ENSG00000278075	AC114341.1	chr18
32226	ENSG00000131096.10	ENSG00000131096	PYY	chr17
32227	ENSG00000255993.1	ENSG00000255993	PSMC1P9	chr12
32228	ENSG00000278009.1	ENSG00000278009	AL139099.3	chr14
32229	ENSG00000075388.3	ENSG00000075388	FGF4	chr11
32230	ENSG00000135702.14	ENSG00000135702	CHST5	chr16
32231	ENSG00000267506.5	ENSG00000267506	AC021683.2	chr17
32232	ENSG00000124145.6	ENSG00000124145	SDC4	chr20
32233	ENSG00000237190.3	ENSG00000237190	CDKN2AIPNL	chr5
32234	ENSG00000143294.14	ENSG00000143294	PRCC	chr1
32235	ENSG00000235138.1	ENSG00000235138	AL445931.1	chr9
32236	ENSG00000272498.1	ENSG00000272498	AC090948.2	chr3
32237	ENSG00000213023.10	ENSG00000213023	SYT3	chr19
32238	ENSG00000163239.12	ENSG00000163239	TDRD10	chr1
32239	ENSG00000271725.1	ENSG00000271725	AC103858.1	chr15
32240	ENSG00000272763.1	ENSG00000272763	AC103702.2	chr17
32241	ENSG00000283537.1	ENSG00000283537	AC073264.3	chr7
32242	ENSG00000168275.14	ENSG00000168275	COA6	chr1
32243	ENSG00000130303.12	ENSG00000130303	BST2	chr19
32244	ENSG00000254387.1	ENSG00000254387	MYL12AP1	chr8
32245	ENSG00000204778.4	ENSG00000204778	CBWD4P	chr9
32246	ENSG00000263787.1	ENSG00000263787	SKAP1-AS1	chr17
32247	ENSG00000197863.8	ENSG00000197863	ZNF790	chr19
32248	ENSG00000159516.8	ENSG00000159516	SPRR2G	chr1
