ENSG_ver	ENSG_no_ver	GeneSymbol	chr
16930	ENSG00000211640.4	ENSG00000211640	IGLV6-57	chr22
331794	ENSG00000211642.3	ENSG00000211642	IGLV10-54	chr22
10814	ENSG00000211643.2	ENSG00000211643	IGLV5-52	chr22
584	ENSG00000211644.3	ENSG00000211644	IGLV1-51	chr22
573477	ENSG00000211645.2	ENSG00000211645	IGLV1-50	chr22
571489	ENSG00000211647.1	ENSG00000211647	IGLV5-48	chr22
17261	ENSG00000211648.2	ENSG00000211648	IGLV1-47	chr22
335431	ENSG00000211649.3	ENSG00000211649	IGLV7-46	chr22
332623	ENSG00000211650.2	ENSG00000211650	IGLV5-45	chr22
17652	ENSG00000211651.3	ENSG00000211651	IGLV1-44	chr22
334567	ENSG00000211652.2	ENSG00000211652	IGLV7-43	chr22
620	ENSG00000211653.2	ENSG00000211653	IGLV1-40	chr22
329198	ENSG00000211654.2	ENSG00000211654	IGLV5-37	chr22
297519	ENSG00000211655.3	ENSG00000211655	IGLV1-36	chr22
330099	ENSG00000211658.2	ENSG00000211658	IGLV3-27	chr22
17519	ENSG00000211659.2	ENSG00000211659	IGLV3-25	chr22
16265	ENSG00000211660.3	ENSG00000211660	IGLV2-23	chr22
1432	ENSG00000211662.2	ENSG00000211662	IGLV3-21	chr22
17722	ENSG00000211663.2	ENSG00000211663	IGLV3-19	chr22
297142	ENSG00000211664.2	ENSG00000211664	IGLV2-18	chr22
328972	ENSG00000211665.2	ENSG00000211665	IGLV3-16	chr22
965	ENSG00000211666.2	ENSG00000211666	IGLV2-14	chr22
328844	ENSG00000211667.2	ENSG00000211667	IGLV3-12	chr22
922	ENSG00000211668.2	ENSG00000211668	IGLV2-11	chr22
16588	ENSG00000211669.2	ENSG00000211669	IGLV3-10	chr22
332644	ENSG00000211670.2	ENSG00000211670	IGLV3-9	chr22
556747	ENSG00000211672.2	ENSG00000211672	IGLV4-3	chr22
1167	ENSG00000211673.2	ENSG00000211673	IGLV3-1	chr22
296915	ENSG00000211674.2	ENSG00000211674	IGLJ1	chr22
764	ENSG00000211675.2	ENSG00000211675	IGLC1	chr22
296448	ENSG00000211676.2	ENSG00000211676	IGLJ2	chr22
674	ENSG00000211677.2	ENSG00000211677	IGLC2	chr22
297852	ENSG00000211678.2	ENSG00000211678	IGLJ3	chr22
1316	ENSG00000211679.2	ENSG00000211679	IGLC3	chr22
296736	ENSG00000211685.3	ENSG00000211685	IGLC7	chr22
21277	ENSG00000211689.7	ENSG00000211689	TRGC1	chr7
443580	ENSG00000211694.2	ENSG00000211694	TRGV10	chr7
576256	ENSG00000211695.2	ENSG00000211695	TRGV9	chr7
296207	ENSG00000211697.4	ENSG00000211697	TRGV5	chr7
295494	ENSG00000211698.2	ENSG00000211698	TRGV4	chr7
297084	ENSG00000211699.2	ENSG00000211699	TRGV3	chr7
624053	ENSG00000211706.2	ENSG00000211706	TRBV6-1	chr7
628368	ENSG00000211710.3	ENSG00000211710	TRBV4-1	chr7
627027	ENSG00000211714.3	ENSG00000211714	TRBV7-3	chr7
627166	ENSG00000211716.2	ENSG00000211716	TRBV9	chr7
625585	ENSG00000211721.2	ENSG00000211721	TRBV6-5	chr7
626468	ENSG00000211724.3	ENSG00000211724	TRBV6-6	chr7
624706	ENSG00000211727.3	ENSG00000211727	TRBV7-6	chr7
627666	ENSG00000211728.2	ENSG00000211728	TRBV5-6	chr7
555399	ENSG00000211734.3	ENSG00000211734	TRBV5-1	chr7
629638	ENSG00000211745.3	ENSG00000211745	TRBV4-2	chr7
556220	ENSG00000211746.3	ENSG00000211746	TRBV19	chr7
557047	ENSG00000211747.3	ENSG00000211747	TRBV20-1	chr7
10830	ENSG00000211751.9	ENSG00000211751	TRBC1	chr7
577142	ENSG00000211752.3	ENSG00000211752	TRBV27	chr7
555995	ENSG00000211753.4	ENSG00000211753	TRBV28	chr7
10325	ENSG00000211772.11	ENSG00000211772	TRBC2	chr7
625348	ENSG00000211776.2	ENSG00000211776	TRAV2	chr14
629004	ENSG00000211777.2	ENSG00000211777	TRAV3	chr14
629896	ENSG00000211778.2	ENSG00000211778	TRAV4	chr14
626997	ENSG00000211785.1	ENSG00000211785	TRAV12-1	chr14
627832	ENSG00000211786.3	ENSG00000211786	TRAV8-2	chr14
628678	ENSG00000211787.1	ENSG00000211787	TRAV8-3	chr14
569968	ENSG00000211788.2	ENSG00000211788	TRAV13-1	chr14
570863	ENSG00000211789.2	ENSG00000211789	TRAV12-2	chr14
627103	ENSG00000211790.2	ENSG00000211790	TRAV8-4	chr14
629423	ENSG00000211791.2	ENSG00000211791	TRAV13-2	chr14
629588	ENSG00000211792.2	ENSG00000211792	TRAV14DV4	chr14
629030	ENSG00000211793.2	ENSG00000211793	TRAV9-2	chr14
626858	ENSG00000211794.3	ENSG00000211794	TRAV12-3	chr14
628071	ENSG00000211795.3	ENSG00000211795	TRAV8-6	chr14
628173	ENSG00000211797.2	ENSG00000211797	TRAV17	chr14
629604	ENSG00000211799.3	ENSG00000211799	TRAV19	chr14
624307	ENSG00000211801.3	ENSG00000211801	TRAV21	chr14
570419	ENSG00000211804.3	ENSG00000211804	TRDV1	chr14
626469	ENSG00000211807.3	ENSG00000211807	TRAV26-1	chr14
627510	ENSG00000211810.3	ENSG00000211810	TRAV29DV5	chr14
69892	ENSG00000211818.1	ENSG00000211818	TRAV39	chr14
1725	ENSG00000211829.9	ENSG00000211829	TRDC	chr14
543	ENSG00000211890.3	ENSG00000211890	IGHA2	chr14
298535	ENSG00000211891.5	ENSG00000211891	IGHE	chr14
2781	ENSG00000211892.3	ENSG00000211892	IGHG4	chr14
1232	ENSG00000211893.3	ENSG00000211893	IGHG2	chr14
294	ENSG00000211895.4	ENSG00000211895	IGHA1	chr14
431	ENSG00000211896.7	ENSG00000211896	IGHG1	chr14
355	ENSG00000211897.8	ENSG00000211897	IGHG3	chr14
6045	ENSG00000211898.7	ENSG00000211898	IGHD	chr14
1153	ENSG00000211899.9	ENSG00000211899	IGHM	chr14
17173	ENSG00000211900.2	ENSG00000211900	IGHJ6	chr14
298226	ENSG00000211904.2	ENSG00000211904	IGHJ2	chr14
329661	ENSG00000211905.1	ENSG00000211905	IGHJ1	chr14
571106	ENSG00000211930.1	ENSG00000211930	IGHD3-3	chr14
296984	ENSG00000211933.2	ENSG00000211933	IGHV6-1	chr14
16353	ENSG00000211934.3	ENSG00000211934	IGHV1-2	chr14
296339	ENSG00000211935.3	ENSG00000211935	IGHV1-3	chr14
19620	ENSG00000211937.3	ENSG00000211937	IGHV2-5	chr14
200	ENSG00000211938.2	ENSG00000211938	IGHV3-7	chr14
16708	ENSG00000211941.3	ENSG00000211941	IGHV3-11	chr14
331846	ENSG00000211942.3	ENSG00000211942	IGHV3-13	chr14
16309	ENSG00000211943.2	ENSG00000211943	IGHV3-15	chr14
16702	ENSG00000211945.2	ENSG00000211945	IGHV1-18	chr14
296653	ENSG00000211946.3	ENSG00000211946	IGHV3-20	chr14
16533	ENSG00000211947.2	ENSG00000211947	IGHV3-21	chr14
551	ENSG00000211949.3	ENSG00000211949	IGHV3-23	chr14
296324	ENSG00000211950.2	ENSG00000211950	IGHV1-24	chr14
331870	ENSG00000211951.2	ENSG00000211951	IGHV2-26	chr14
296552	ENSG00000211952.3	ENSG00000211952	IGHV4-28	chr14
16333	ENSG00000211955.2	ENSG00000211955	IGHV3-33	chr14
16472	ENSG00000211956.2	ENSG00000211956	IGHV4-34	chr14
572289	ENSG00000211957.2	ENSG00000211957	IGHV3-35	chr14
16813	ENSG00000211959.2	ENSG00000211959	IGHV4-39	chr14
576302	ENSG00000211961.3	ENSG00000211961	IGHV1-45	chr14
17681	ENSG00000211962.2	ENSG00000211962	IGHV1-46	chr14
17981	ENSG00000211964.3	ENSG00000211964	IGHV3-48	chr14
16390	ENSG00000211965.4	ENSG00000211965	IGHV3-49	chr14
19872	ENSG00000211966.2	ENSG00000211966	IGHV5-51	chr14
296142	ENSG00000211967.3	ENSG00000211967	IGHV3-53	chr14
327748	ENSG00000211968.3	ENSG00000211968	IGHV1-58	chr14
297731	ENSG00000211970.3	ENSG00000211970	IGHV4-61	chr14
295760	ENSG00000211972.2	ENSG00000211972	IGHV3-66	chr14
298703	ENSG00000211973.2	ENSG00000211973	IGHV1-69	chr14
328543	ENSG00000211974.3	ENSG00000211974	IGHV2-70D	chr14
332219	ENSG00000211976.2	ENSG00000211976	IGHV3-73	chr14
294663	ENSG00000211978.2	ENSG00000211978	IGHV5-78	chr14
10203	ENSG00000212123.3	ENSG00000212123	PRR22	chr19
117068	ENSG00000212124.2	ENSG00000212124	TAS2R19	chr12
121970	ENSG00000212125.2	ENSG00000212125	TAS2R15P	chr12
10964	ENSG00000212127.5	ENSG00000212127	TAS2R14	chr12
284664	ENSG00000212232.1	ENSG00000212232	SNORD17	chr20
628729	ENSG00000212283.1	ENSG00000212283	SNORD89	chr2
3971	ENSG00000212643.2	ENSG00000212643	ZRSR2P1	chr5
13229	ENSG00000212694.8	ENSG00000212694	LINC01089	chr12
7143	ENSG00000212719.10	ENSG00000212719	C17orf51	chr17
281866	ENSG00000212724.3	ENSG00000212724	KRTAP2-3	chr17
9220	ENSG00000212743.2	ENSG00000212743	LINC02656	chr10
242	ENSG00000212747.4	ENSG00000212747	RTL8B	chrX
95839	ENSG00000212766.9	ENSG00000212766	EWSAT1	chr15
3600	ENSG00000212802.4	ENSG00000212802	RPL15P3	chr6
7336	ENSG00000212864.3	ENSG00000212864	RNF208	chr9
523831	ENSG00000212899.2	ENSG00000212899	KRTAP3-3	chr17
363322	ENSG00000212900.2	ENSG00000212900	KRTAP3-2	chr17
520907	ENSG00000212901.3	ENSG00000212901	KRTAP3-1	chr17
5503	ENSG00000212907.2	ENSG00000212907	MT-ND4L	chrM
11108	ENSG00000212916.4	ENSG00000212916	MAP10	chr1
12680	ENSG00000212978.6	ENSG00000212978	AC016747.1	chr2
17685	ENSG00000212993.4	ENSG00000212993	POU5F1B	chr8
12935	ENSG00000213015.8	ENSG00000213015	ZNF580	chr19
528159	ENSG00000213018.2	ENSG00000213018	AL590762.1	chrX
13779	ENSG00000213020.9	ENSG00000213020	ZNF611	chr19
364489	ENSG00000213022.5	ENSG00000213022	KLK9	chr19
32797	ENSG00000213023.10	ENSG00000213023	SYT3	chr19
13570	ENSG00000213024.11	ENSG00000213024	NUP62	chr19
349640	ENSG00000213025.2	ENSG00000213025	COX20P1	chr10
11552	ENSG00000213047.12	ENSG00000213047	DENND1B	chr1
118550	ENSG00000213057.5	ENSG00000213057	C1orf220	chr1
9370	ENSG00000213058.3	ENSG00000213058	AL365357.1	chr1
6544	ENSG00000213064.9	ENSG00000213064	SFT2D2	chr1
13885	ENSG00000213066.11	ENSG00000213066	FGFR1OP	chr6
6654	ENSG00000213071.11	ENSG00000213071	LPAL2	chr6
8011	ENSG00000213073.4	ENSG00000213073	AL353625.1	chr6
120105	ENSG00000213077.5	ENSG00000213077	NA	NA
8915	ENSG00000213079.9	ENSG00000213079	SCAF8	chr6
4355	ENSG00000213085.9	ENSG00000213085	CFAP45	chr1
2072	ENSG00000213088.9	ENSG00000213088	ACKR1	chr1
10340	ENSG00000213089.4	ENSG00000213089	PDCL3P5	chr6
14263	ENSG00000213096.10	ENSG00000213096	ZNF254	chr19
2852	ENSG00000213123.10	ENSG00000213123	TCTEX1D2	chr3
2153	ENSG00000213139.7	ENSG00000213139	CRYGS	chr3
19914	ENSG00000213144.2	ENSG00000213144	AC084880.1	chr12
1866	ENSG00000213145.9	ENSG00000213145	CRIP1	chr14
6285	ENSG00000213160.9	ENSG00000213160	KLHL23	chr2
124302	ENSG00000213171.2	ENSG00000213171	LINGO4	chr1
83823	ENSG00000213178.3	ENSG00000213178	RPL22P1	chr3
113047	ENSG00000213185.6	ENSG00000213185	FAM24B	chr10
1988	ENSG00000213186.7	ENSG00000213186	TRIM59	chr3
12454	ENSG00000213190.3	ENSG00000213190	MLLT11	chr1
250189	ENSG00000213197.3	ENSG00000213197	AC012066.1	chr2
2520	ENSG00000213199.7	ENSG00000213199	ASIC3	chr7
13759	ENSG00000213203.2	ENSG00000213203	GIMAP1	chr7
117372	ENSG00000213212.3	ENSG00000213212	NCLP1	chr9
11409	ENSG00000213213.13	ENSG00000213213	CCDC183	chr9
10756	ENSG00000213214.4	ENSG00000213214	ARHGEF35	chr7
506480	ENSG00000213218.10	ENSG00000213218	CSH2	chr17
11731	ENSG00000213221.4	ENSG00000213221	DNLZ	chr9
52684	ENSG00000213222.3	ENSG00000213222	AC093724.1	chr2
19815	ENSG00000213225.7	ENSG00000213225	NOC2LP1	chr2
574720	ENSG00000213231.12	ENSG00000213231	TCL1B	chr14
9015	ENSG00000213246.6	ENSG00000213246	SUPT4H1	chr17
575542	ENSG00000213279.2	ENSG00000213279	Z97192.2	chr22
2687	ENSG00000213281.4	ENSG00000213281	NRAS	chr1
286099	ENSG00000213300.5	ENSG00000213300	HNRNPA3P6	chr3
425111	ENSG00000213312.3	ENSG00000213312	RPL7AP34	chr6
297932	ENSG00000213326.4	ENSG00000213326	RPS7P11	chr17
12355	ENSG00000213337.8	ENSG00000213337	ANKRD39	chr2
9411	ENSG00000213339.8	ENSG00000213339	QTRT1	chr19
4910	ENSG00000213341.10	ENSG00000213341	CHUK	chr10
13027	ENSG00000213347.10	ENSG00000213347	MXD3	chr5
15849	ENSG00000213366.12	ENSG00000213366	GSTM2	chr1
9709	ENSG00000213373.7	ENSG00000213373	LINC00671	chr17
6934	ENSG00000213380.14	ENSG00000213380	COG8	chr16
118531	ENSG00000213385.3	ENSG00000213385	AC105052.2	chr7
8690	ENSG00000213390.10	ENSG00000213390	ARHGAP19	chr10
9898	ENSG00000213397.10	ENSG00000213397	HAUS7	chrX
10493	ENSG00000213398.7	ENSG00000213398	LCAT	chr16
275141	ENSG00000213399.3	ENSG00000213399	AC022210.1	chr2
105059	ENSG00000213411.2	ENSG00000213411	RBM22P2	chr13
527561	ENSG00000213412.3	ENSG00000213412	HNRNPA1P33	chr10
119584	ENSG00000213413.2	ENSG00000213413	PVRIG	chr7
3591	ENSG00000213420.7	ENSG00000213420	GPC2	chr7
2909	ENSG00000213424.8	ENSG00000213424	KRT222	chr17
39405	ENSG00000213430.6	ENSG00000213430	HSPD1P1	chr5
251897	ENSG00000213433.5	ENSG00000213433	RPLP1P6	chr5
4555	ENSG00000213442.5	ENSG00000213442	RPL18AP3	chr12
4566	ENSG00000213445.9	ENSG00000213445	SIPA1	chr11
5445	ENSG00000213462.4	ENSG00000213462	ERV3-1	chr7
10886	ENSG00000213463.4	ENSG00000213463	SYNJ2BP	chr14
5780	ENSG00000213465.7	ENSG00000213465	ARL2	chr11
249309	ENSG00000213468.4	ENSG00000213468	FIRRE	chrX
102533	ENSG00000213471.9	ENSG00000213471	TTLL13P	chr15
298253	ENSG00000213492.2	ENSG00000213492	NT5C3AP1	chr4
38780	ENSG00000213512.1	ENSG00000213512	GBP7	chr1
40876	ENSG00000213513.3	ENSG00000213513	IMPDH1P5	chr10
39630	ENSG00000213514.2	ENSG00000213514	AL731556.1	chr10
9460	ENSG00000213516.9	ENSG00000213516	RBMXL1	chr1
130869	ENSG00000213519.2	ENSG00000213519	AC132008.1	chr3
7777	ENSG00000213523.10	ENSG00000213523	SRA1	chr5
14311	ENSG00000213533.11	ENSG00000213533	STIMATE	chr3
506855	ENSG00000213542.3	ENSG00000213542	AC007000.1	chr7
13387	ENSG00000213551.4	ENSG00000213551	DNAJC9	chr10
5619	ENSG00000213553.4	ENSG00000213553	RPLP0P6	chr2
15021	ENSG00000213563.6	ENSG00000213563	C8orf82	chr8
35579	ENSG00000213578.5	ENSG00000213578	CPLX3	chr15
3720	ENSG00000213585.10	ENSG00000213585	VDAC1	chr5
4862	ENSG00000213593.9	ENSG00000213593	TMX2	chr11
298179	ENSG00000213598.4	ENSG00000213598	AL049873.1	chr14
360411	ENSG00000213606.3	ENSG00000213606	AKR1B10P1	chr10
298164	ENSG00000213613.2	ENSG00000213613	RPL11P3	chr10
16090	ENSG00000213614.9	ENSG00000213614	HEXA	chr15
8759	ENSG00000213619.9	ENSG00000213619	NDUFS3	chr11
14719	ENSG00000213625.8	ENSG00000213625	LEPROT	chr1
662	ENSG00000213626.11	ENSG00000213626	LBH	chr2
11608	ENSG00000213638.5	ENSG00000213638	ADAT3	chr19
1450	ENSG00000213639.9	ENSG00000213639	PPP1CB	chr2
98745	ENSG00000213640.3	ENSG00000213640	EEF1DP4	chr7
502259	ENSG00000213642.3	ENSG00000213642	AC016769.1	chr7
120309	ENSG00000213648.10	ENSG00000213648	SULT1A4	chr16
6278	ENSG00000213654.9	ENSG00000213654	GPSM3	chr6
5518	ENSG00000213658.11	ENSG00000213658	LAT	chr16
15698	ENSG00000213672.7	ENSG00000213672	NCKIPSD	chr3
248511	ENSG00000213673.3	ENSG00000213673	SLC25A5P3	chr7
7086	ENSG00000213676.10	ENSG00000213676	ATF6B	chr6
9785	ENSG00000213689.11	ENSG00000213689	TREX1	chr3
10637	ENSG00000213693.4	ENSG00000213693	SEC14L1P1	chr11
12759	ENSG00000213694.3	ENSG00000213694	S1PR3	chr9
2684	ENSG00000213699.8	ENSG00000213699	SLC35F6	chr2
54635	ENSG00000213700.3	ENSG00000213700	RPL17P50	chr10
89065	ENSG00000213707.2	ENSG00000213707	HMGB1P10	chr22
11548	ENSG00000213713.3	ENSG00000213713	PIGCP1	chr11
577763	ENSG00000213714.1	ENSG00000213714	FAM209B	chr20
7136	ENSG00000213719.8	ENSG00000213719	CLIC1	chr6
15629	ENSG00000213722.8	ENSG00000213722	DDAH2	chr6
5788	ENSG00000213741.9	ENSG00000213741	RPS29	chr14
6795	ENSG00000213742.6	ENSG00000213742	ZNF337-AS1	chr20
4780	ENSG00000213753.10	ENSG00000213753	CENPBD1P1	chr19
297771	ENSG00000213757.3	ENSG00000213757	AC020898.1	chr5
427327	ENSG00000213759.9	ENSG00000213759	UGT2B11	chr4
1187	ENSG00000213760.10	ENSG00000213760	ATP6V1G2	chr6
6711	ENSG00000213762.11	ENSG00000213762	ZNF134	chr19
88420	ENSG00000213763.4	ENSG00000213763	ACTBP2	chr5
573	ENSG00000213777.5	ENSG00000213777	AC011487.1	chr19
10764	ENSG00000213780.10	ENSG00000213780	GTF2H4	chr6
9949	ENSG00000213793.5	ENSG00000213793	ZNF888	chr19
12031	ENSG00000213799.11	ENSG00000213799	ZNF845	chr19
11593	ENSG00000213801.4	ENSG00000213801	ZNF321P	chr19
9768	ENSG00000213809.8	ENSG00000213809	KLRK1	chr12
553728	ENSG00000213822.6	ENSG00000213822	CEACAM18	chr19
4392	ENSG00000213839.4	ENSG00000213839	TMX2P1	chr9
906	ENSG00000213846.5	ENSG00000213846	NA	NA
14382	ENSG00000213853.9	ENSG00000213853	EMP2	chr16
15009	ENSG00000213859.4	ENSG00000213859	KCTD11	chr17
8518	ENSG00000213865.7	ENSG00000213865	C8orf44	chr8
8767	ENSG00000213866.3	ENSG00000213866	YBX1P10	chr9
629969	ENSG00000213876.4	ENSG00000213876	RPL7AP64	chr17
298963	ENSG00000213885.3	ENSG00000213885	RPL13AP7	chr21
296349	ENSG00000213886.3	ENSG00000213886	UBD	chr6
10789	ENSG00000213888.3	ENSG00000213888	LINC01521	chr22
11125	ENSG00000213889.10	ENSG00000213889	PPM1N	chr19
6204	ENSG00000213901.10	ENSG00000213901	SLC23A3	chr2
7287	ENSG00000213903.8	ENSG00000213903	LTB4R	chr14
134	ENSG00000213904.8	ENSG00000213904	LIPE-AS1	chr19
4507	ENSG00000213906.9	ENSG00000213906	LTB4R2	chr14
14717	ENSG00000213918.10	ENSG00000213918	DNASE1	chr16
737	ENSG00000213920.8	ENSG00000213920	MDP1	chr14
15167	ENSG00000213923.11	ENSG00000213923	CSNK1E	chr22
119778	ENSG00000213927.3	ENSG00000213927	CCL27	chr9
10142	ENSG00000213928.8	ENSG00000213928	IRF9	chr14
11167	ENSG00000213930.11	ENSG00000213930	GALT	chr9
630600	ENSG00000213931.5	ENSG00000213931	HBE1	chr11
632640	ENSG00000213934.6	ENSG00000213934	HBG1	chr11
105863	ENSG00000213937.3	ENSG00000213937	CLDN9	chr16
100175	ENSG00000213938.3	ENSG00000213938	SEPHS1P6	chr2
11700	ENSG00000213949.8	ENSG00000213949	ITGA1	chr5
11591	ENSG00000213963.6	ENSG00000213963	AC019080.1	chr2
5791	ENSG00000213965.3	ENSG00000213965	NUDT19	chr19
103682	ENSG00000213967.10	ENSG00000213967	ZNF726	chr19
120290	ENSG00000213976.4	ENSG00000213976	AC010615.1	chr19
7392	ENSG00000213977.7	ENSG00000213977	TAX1BP3	chr17
13935	ENSG00000213983.11	ENSG00000213983	AP1G2	chr14
613554	ENSG00000213985.4	ENSG00000213985	AC078899.1	chr19
7039	ENSG00000213988.10	ENSG00000213988	ZNF90	chr19
15206	ENSG00000213995.11	ENSG00000213995	NAXD	chr13
51211	ENSG00000213996.12	ENSG00000213996	TM6SF2	chr19
299076	ENSG00000213997.3	ENSG00000213997	PGAM1P7	chrX
6105	ENSG00000213999.15	ENSG00000213999	MEF2B	chr19
8979	ENSG00000214013.9	ENSG00000214013	GANC	chr15
523847	ENSG00000214018.3	ENSG00000214018	RRM2P3	chrX
10527	ENSG00000214021.15	ENSG00000214021	TTLL3	chr3
1819	ENSG00000214022.11	ENSG00000214022	REPIN1	chr7
13422	ENSG00000214026.10	ENSG00000214026	MRPL23	chr11
11294	ENSG00000214029.4	ENSG00000214029	ZNF891	chr12
138295	ENSG00000214039.8	ENSG00000214039	LINC02418	chr12
169448	ENSG00000214043.7	ENSG00000214043	LINC02347	chr12
15927	ENSG00000214046.8	ENSG00000214046	SMIM7	chr19
364438	ENSG00000214049.6	ENSG00000214049	UCA1	chr19
34804	ENSG00000214050.7	ENSG00000214050	FBXO16	chr8
15574	ENSG00000214063.10	ENSG00000214063	TSPAN4	chr11
120219	ENSG00000214076.3	ENSG00000214076	CPSF1P1	chr22
5945	ENSG00000214078.12	ENSG00000214078	CPNE1	chr20
392881	ENSG00000214081.8	ENSG00000214081	CYP4F30P	chr2
14430	ENSG00000214087.8	ENSG00000214087	ARL16	chr17
391692	ENSG00000214097.4	ENSG00000214097	SMCO1	chr3
237046	ENSG00000214100.8	ENSG00000214100	PLAC9P1	chr2
9708	ENSG00000214106.7	ENSG00000214106	PAXIP1-AS2	chr7
11918	ENSG00000214110.3	ENSG00000214110	LDHAP4	chr9
6498	ENSG00000214113.10	ENSG00000214113	LYRM4	chr6
10250	ENSG00000214114.8	ENSG00000214114	MYCBP	chr1
441743	ENSG00000214128.10	ENSG00000214128	TMEM213	chr7
15310	ENSG00000214135.8	ENSG00000214135	AC132008.2	chr3
11684	ENSG00000214140.10	ENSG00000214140	PRCD	chr17
32620	ENSG00000214145.6	ENSG00000214145	LINC00887	chr3
4438	ENSG00000214160.9	ENSG00000214160	ALG3	chr3
4361	ENSG00000214174.8	ENSG00000214174	AMZ2P1	chr17
13927	ENSG00000214176.9	ENSG00000214176	PLEKHM1P1	chr17
5955	ENSG00000214182.5	ENSG00000214182	PTMAP5	chr13
518270	ENSG00000214185.3	ENSG00000214185	XPOTP1	chr20
5992	ENSG00000214189.8	ENSG00000214189	ZNF788P	chr19
8203	ENSG00000214193.10	ENSG00000214193	SH3D21	chr1
13748	ENSG00000214194.8	ENSG00000214194	SMIM30	chr7
32798	ENSG00000214198.8	ENSG00000214198	TTC41P	chr12
284823	ENSG00000214199.3	ENSG00000214199	EEF1A1P12	chr2
5109	ENSG00000214212.8	ENSG00000214212	C19orf38	chr19
298763	ENSG00000214215.3	ENSG00000214215	NA	NA
114725	ENSG00000214223.4	ENSG00000214223	HNRNPA1P10	chr19
3457	ENSG00000214226.8	ENSG00000214226	C17orf67	chr17
97921	ENSG00000214237.10	ENSG00000214237	MINDY4B	chr3
14240	ENSG00000214253.8	ENSG00000214253	FIS1	chr7
13161	ENSG00000214274.9	ENSG00000214274	ANG	chr14
6261	ENSG00000214279.13	ENSG00000214279	SCART1	chr10
281810	ENSG00000214282.3	ENSG00000214282	KRT8P14	chrX
2538	ENSG00000214290.8	ENSG00000214290	COLCA2	chr11
5027	ENSG00000214293.8	ENSG00000214293	APTR	chr7
9546	ENSG00000214300.7	ENSG00000214300	SPDYE3	chr7
8886	ENSG00000214309.4	ENSG00000214309	MBLAC1	chr7
272382	ENSG00000214313.8	ENSG00000214313	AZGP1P1	chr7
522284	ENSG00000214318.3	ENSG00000214318	ATP5MC1P6	chr18
1855	ENSG00000214331.8	ENSG00000214331	AC009053.1	chr16
6241	ENSG00000214338.10	ENSG00000214338	SOGA3	chr6
103054	ENSG00000214353.7	ENSG00000214353	VAC14-AS1	chr16
832	ENSG00000214357.8	ENSG00000214357	NEURL1B	chr5
3828	ENSG00000214367.7	ENSG00000214367	HAUS3	chr4
103924	ENSG00000214376.5	ENSG00000214376	VSTM5	chr11
219774	ENSG00000214381.4	ENSG00000214381	LINC00488	chr3
5894	ENSG00000214389.2	ENSG00000214389	RPS3AP26	chr7
9550	ENSG00000214401.4	ENSG00000214401	KANSL1-AS1	chr17
18954	ENSG00000214402.6	ENSG00000214402	LCNL1	chr9
5772	ENSG00000214413.7	ENSG00000214413	BBIP1	chr10
615892	ENSG00000214417.4	ENSG00000214417	KRT18P13	chr9
8377	ENSG00000214425.7	ENSG00000214425	LRRC37A4P	chr17
11090	ENSG00000214435.7	ENSG00000214435	AS3MT	chr10
473108	ENSG00000214439.3	ENSG00000214439	FAM185BP	chr7
11847	ENSG00000214455.4	ENSG00000214455	RCN1P2	chr13
1693	ENSG00000214456.8	ENSG00000214456	PLIN5	chr19
6834	ENSG00000214485.6	ENSG00000214485	RPL7P1	chr5
17194	ENSG00000214491.8	ENSG00000214491	SEC14L6	chr22
35161	ENSG00000214510.9	ENSG00000214510	SPINK13	chr5
474392	ENSG00000214514.7	ENSG00000214514	KRT42P	chr17
13081	ENSG00000214517.9	ENSG00000214517	PPME1	chr11
5859	ENSG00000214530.8	ENSG00000214530	STARD10	chr11
608410	ENSG00000214544.7	ENSG00000214544	GTF2IRD2P1	chr7
3656	ENSG00000214548.14	ENSG00000214548	MEG3	chr14
519919	ENSG00000214553.9	ENSG00000214553	LRRC37A11P	chr17
4336	ENSG00000214562.14	ENSG00000214562	NUTM2D	chr10
8317	ENSG00000214575.9	ENSG00000214575	CPEB1	chr15
4451	ENSG00000214578.5	ENSG00000214578	HMGN2P15	chr17
4623	ENSG00000214595.11	ENSG00000214595	EML6	chr2
509499	ENSG00000214650.2	ENSG00000214650	AC073592.1	chr12
23261	ENSG00000214652.5	ENSG00000214652	ZNF727	chr7
10602	ENSG00000214654.7	ENSG00000214654	B3GNT10	chr9
15715	ENSG00000214655.10	ENSG00000214655	ZSWIM8	chr10
121976	ENSG00000214659.4	ENSG00000214659	KRT8P26	chr11
107563	ENSG00000214688.5	ENSG00000214688	C10orf105	chr10
38324	ENSG00000214694.10	ENSG00000214694	ARHGEF33	chr2
5808	ENSG00000214706.10	ENSG00000214706	IFRD2	chr3
38096	ENSG00000214708.4	ENSG00000214708	AC116407.1	chr17
371607	ENSG00000214711.9	ENSG00000214711	CAPN14	chr2
10	ENSG00000214717.11	ENSG00000214717	ZBED1	chrX
151604	ENSG00000214725.8	ENSG00000214725	CDIPTOSP	chr16
10132	ENSG00000214736.7	ENSG00000214736	TOMM6	chr6
13474	ENSG00000214753.2	ENSG00000214753	HNRNPUL2	chr11
11939	ENSG00000214756.7	ENSG00000214756	CSKMT	chr11
2816	ENSG00000214765.8	ENSG00000214765	SEPT7P2	chr7
114063	ENSG00000214770.2	ENSG00000214770	AL161756.1	chr14
7057	ENSG00000214776.10	ENSG00000214776	AC092821.1	chr12
